"";"Chlopi_czesc_pierwsza_Jesien";"Faraon_tom_I";"Glebia__Tom_1_-_Skokowiec";"Glebia__Tom_2__Powrot";"Glebia__Tom_3__Napor";"Glebia__Tom_4__Bezkres";"Goraczka_Ciboli";"Iliada";"Jak_to_wyjasnic_W_poszukiwaniu_odpowiedzi_na_pytania_ktore_pozornie_nie_maja_odpowiedzi.";"Kwantechizm_2.0_czyli_klatka_na_ludzi";"Lalka_tom_I";"Nad_Niemnem_tom_I";"Odyseja";"Pi_razy_drzwi_czyli_dziwne_przypadki_matematyki";"Po_co_czlowiekowi_czas";"Przebudzenie_Lewiatana";"Rozmyslania";"Wojna_Kalibana";"Wrota_Abaddona";"Wyprawa_Cyrusa"
"najmilszy";0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0
"najmĺ‚odszy";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"najmniej";0;0;0;1;1;0;0;0;4;0;1;0;0;0;4;0;0;0;0;0
"najmniejszy";0;0;2;1;0;1;0;1;9;1;0;0;0;0;0;0;2;0;0;1
"najmodniejszy";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"najnä™dzniejszy";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"najnieszczä™ĺ›liwszy";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"najniewinniejszy";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"najniĺľszy";0;0;0;0;0;0;0;1;0;0;0;0;0;0;6;0;0;1;0;0
"najnowoczeĺ›niejszy";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"najnowszy";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"najodwaĺľniejszy";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"najokazalszy";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"najpăłĺşniej";0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"najpeĺ‚niej";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"najpiä™kniejszy";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"najpierw";1;0;1;3;1;1;0;0;2;6;0;1;1;1;5;2;1;2;0;1
"najpierwej";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"najpierwszy";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"najpokorniejszy";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"najpotä™ĺľniejszy";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"najprä™dzej";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"najprawdopodobniej";0;0;3;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
"najprostszy";0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;1;0;0;0;0
"najprzyjemniejszy";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"najrăłĺľniejszy";0;0;0;0;0;0;0;0;0;3;0;0;0;0;3;0;0;0;0;0
"najraniej";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"najrozmaitszy";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"najsilniejszy";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0
"najskromniejszy";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"najskuteczniej";0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0
"najsĺ‚awniejszy";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"najsĺ‚ynniejszy";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"najspokojniej";1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"najstarszy";0;2;0;0;0;0;0;0;2;0;0;0;0;2;3;0;1;0;0;3
"najstosowniejszy";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"najstraszniejszy";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"najsuchszy";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"najszczä™ĺ›liwszy";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"najszerszy";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"najszlachetniejszy";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"najszybciej";0;0;0;0;0;1;0;0;0;1;0;0;0;0;5;0;0;0;2;0
"najszybszy";0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"najtrudniejszy";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1
"najtrwalszy";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"najuboĺľszy";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"najwaleczniejszy";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"najwaĺľniejszy";0;0;2;1;1;1;0;0;2;0;0;0;0;0;2;0;1;0;2;0
"najwiä™cej";0;0;1;0;0;0;0;1;1;0;2;0;1;0;5;0;0;1;0;0
"najwiä™kszy";0;4;1;2;1;0;0;2;6;0;4;0;0;5;9;1;1;1;6;0
"najwidoczniej";0;0;0;1;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"najwnikliwszy";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"najwolniej";0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0
"najwybitniejszy";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"najwydajniej";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"najwyĺľej";0;0;1;0;0;1;0;0;0;4;0;0;0;0;1;0;1;2;0;0
"najwyĺľszy";0;6;0;1;0;1;0;2;1;0;1;0;0;2;3;0;6;0;0;0
"najwyraĺşniej";0;0;1;0;1;0;0;0;1;0;0;0;0;1;2;0;0;0;0;0
"najzbawienniejszy";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"najzdolniejszy";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"najzdrowszy";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"najznakomitszy";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"najznamienitszy";0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"najzupeĺ‚niej";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"najzupeĺ‚niejszy";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"najzwyklejszy";0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"nakarmiä‡";1;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0
"nakaz";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"nakazaä‡";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"nakazywaä‡";0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0
"nakierowaä‡";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"nakĺ‚adaä‡";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"nakĺ‚adka";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"nakĺ‚oniä‡";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"nakrä™caä‡";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"nakrä™ciä‡";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"nakreĺ›laä‡";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"nakrochmaliä‡";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"nakryä‡";0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0
"nakrycie";0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
"nakrywaä‡";0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"naĺ‚adowaä‡";1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"naĺ‚agodzi";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"naĺ‚oĺľyä‡";0;0;0;1;0;1;1;0;0;0;0;0;1;0;0;0;1;0;0;0
"naĺ‚oĺľym";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"naĺ›ci";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"naĺ›ladowaä‡";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0
"naĺ›ladowca";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"naĺ›ladujä…c";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"naĺ›miewaä‡";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"naĺ›wietliä‡";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"naĺ„";0;0;0;0;0;0;0;1;0;0;0;1;2;0;0;0;1;0;0;0
"nalaä‡";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;2;0
"nalegaä‡";0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0
"nalegajä…c";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"naleĺľaĺ‚o";0;0;3;1;1;0;0;0;0;2;1;0;0;2;0;0;1;0;1;1
"naleĺľaĺ‚oby";0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0
"naleĺľeä‡";0;2;3;3;3;0;0;0;0;0;1;1;1;6;8;0;1;0;1;1
"naleĺľny";0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0
"naleĺľy";0;2;0;0;1;0;0;1;0;1;4;1;2;6;5;0;37;0;2;5
"naleĺľycie";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;2
"naleĺľyty";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"nalewajä…c";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"nalewka";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"năłĺľ";0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;2;1;0;0
"namacalny";0;0;0;0;0;0;0;0;1;0;0;0;0;0;3;0;0;0;1;0
"namagnesowaä‡";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"namalowaä‡";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0
"namăłwiä‡";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
"namaycush";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"nami";1;0;1;1;3;0;0;1;12;0;2;2;2;1;3;0;0;0;0;0
"namiä™tnoĺ›ä‡";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0
"namiä™tny";1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0
"namierzyä‡";0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"namiestnik";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"namieszaä‡";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"namiot";0;3;0;0;0;0;0;11;0;0;0;0;0;0;5;0;0;0;0;0
"namiotkä™";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"namnaĺľaä‡";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"namysĺ‚";0;0;1;0;0;0;0;0;0;0;0;1;0;3;0;0;0;0;1;0
"nanităłw";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"nanitowej";0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"nanitowych";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"nanizaä‡";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"nanometr";0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0
"nanosekunda";0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0
"nanosekundowe";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"naomi";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;8;16;0
"napad";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"napakowany";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"napaĺ›ä‡";0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0
"napăłj";0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;1;0;0;0
"napăłr";0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"napar";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"napastnik";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0
"napä™czniaĺ‚y";0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"napä™d";0;0;9;2;0;1;0;0;0;0;0;0;0;0;1;5;0;0;1;0
"napä™dowy";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"napä™dzaä‡";0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0
"napä™dzajä…c";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"napä™dziä‡";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"napatoczyä‡";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"napatrzeä‡";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"napawaä‡";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0
"napeĺ‚niä‡";1;1;0;0;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;1
"napeĺ‚niaä‡";0;0;0;0;0;0;0;2;0;0;0;4;0;0;0;0;1;0;0;0
"napeĺ‚niajä…c";0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"napiä…ä‡";0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
"napiä‡";0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0
"napiä™cie";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"napiä™ty";0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"napieraä‡";0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0
"napierĺ›nik";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"napinaä‡";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"napinacz";0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0
"napis";0;1;0;2;0;0;0;0;0;0;2;0;0;3;0;0;0;0;0;0
"napisaä‡";0;0;0;0;0;0;0;0;1;3;1;0;0;1;11;0;1;0;0;6
"napitek";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"napiwszy";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"napĺ‚yw";0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"napĺ‚ywaä‡";0;1;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0
"napluä‡";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"napociä‡";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"napoleoĺ„ski";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"napoleon";0;0;0;0;0;0;0;0;0;0;26;0;0;1;0;0;0;0;0;0
"napoleonidăłw";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"napoleonka";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"napominajä…c";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"napomnieä‡";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"napomnienie";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"napompowaä‡";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"napotkaä‡";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"napotykaä‡";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"naprawa";0;0;0;0;0;1;0;0;0;0;0;1;0;0;3;1;0;1;0;0
"naprawdä™";0;0;2;3;6;1;1;0;13;2;1;3;0;5;13;5;1;5;6;1
"naprawiä‡";0;0;2;0;0;1;0;0;0;0;0;1;0;0;0;2;1;1;0;0
"naprawiaä‡";0;0;0;0;0;0;0;0;0;0;0;3;0;0;2;1;0;0;0;0
"naprawiajä…c";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"naprowadziä‡";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"naprzăłd";0;4;0;0;0;0;0;0;0;0;2;5;2;0;1;0;0;0;0;2
"naprzeciw";1;1;0;0;0;0;0;0;0;0;1;3;0;0;0;0;0;1;0;1
"naprzeciwko";0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"naprzemienny";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"naprzykrzony";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"narada";0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0
"naradziä‡";0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"narăłd";2;6;0;0;0;0;0;14;1;0;0;0;0;0;0;1;0;2;0;2
"naraĺľaä‡";0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
"naraĺľajä…c";0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"narastaä‡";0;0;0;0;2;5;2;0;0;0;0;0;0;0;0;0;0;0;1;0
"naraz";0;0;0;0;0;0;0;0;1;1;0;0;2;0;0;0;0;0;0;0
"naraziä‡";0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0
"nareĺ›cie";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"nareszcie";0;5;2;0;1;0;0;0;0;0;5;0;1;0;0;0;0;0;0;0
"narkotyk";0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"narobiä‡";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0
"narodowy";0;1;0;0;0;0;0;1;0;0;0;0;0;0;4;0;0;0;0;0
"narodzenie";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0
"narodziä‡";0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"narodziny";0;0;1;1;0;0;0;0;0;0;0;0;0;5;5;0;0;0;0;0
"naroĺ›l";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"naroĺ›li";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"narracja";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"naruszyä‡";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0
"narwaä‡";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"narysowaä‡";0;0;0;0;0;0;0;0;10;0;0;0;0;1;0;0;0;1;0;0
"narzä…d";0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0
"narzä™dzie";0;1;1;0;0;1;0;1;4;0;0;0;0;6;1;2;1;1;0;0
"narzä™dziowy";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"narzeczeĺ„stwo";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"narzekaä‡";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0
"narzucaä‡";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"narzuciä‡";0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0
"narzut";0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"nasa";0;0;0;0;0;0;0;0;4;0;0;0;0;0;1;0;0;0;0;0
"nasada";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"nasi";0;2;0;0;0;0;0;0;1;0;1;0;1;1;3;0;0;0;0;0
"nasienie";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0
"nasikaä‡";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"nasilenie";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"nasiliä‡";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"nasiono";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"naskăłrek";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"nasĺ‚aä‡";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"nasĺ‚uchiwaä‡";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"nasĺ‚uchujä…c";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0
"nasĺ‚ugiwaä‡";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"nastä…piä‡";0;0;0;0;0;0;0;0;1;0;0;0;0;1;3;1;1;0;0;0
"nastaä‡";0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"nastä™pca";0;24;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"nastä™pny";0;3;3;2;4;1;1;0;3;0;2;0;0;2;16;4;5;2;4;1
"nastä™powaä‡";0;0;1;0;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;2
"nastä™pstwo";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0
"nastä™pujä…c";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"nastä™pujä…cy";0;0;0;0;1;0;0;0;0;1;0;0;0;5;0;0;3;0;0;0
"nastawiä‡";0;0;0;1;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0
"nastawiaä‡";0;0;0;0;0;0;0;0;1;0;0;0;0;0;3;0;1;0;0;0
"nastolatka";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"nastrăłj";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;0;0
"nasträ™czaä‡";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0
"nasuwaä‡";0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;1;0;0;0
"nasyciä‡";0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
"nasyĺ‚aä‡";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"nasyp";0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"nasz";1;4;0;0;3;0;0;2;17;3;6;0;5;1;14;0;0;0;1;0
"nasza";2;1;1;1;4;0;0;0;12;1;0;0;1;0;8;0;2;0;1;0
"naszä…";0;0;1;1;1;0;0;0;7;0;1;0;1;1;4;0;0;0;0;1
"nasze";1;1;1;1;0;2;0;4;20;2;1;0;1;0;13;1;1;0;0;0
"naszego";0;1;1;0;1;0;1;2;15;3;4;2;0;1;9;0;1;0;3;0
"naszej";0;2;0;0;3;0;0;1;10;7;1;2;0;5;11;0;0;1;1;0
"naszemu";0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0
"naszych";0;0;1;1;1;0;0;2;14;0;0;2;4;3;6;0;0;1;0;0
"naszyjnik";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"naszym";0;1;0;1;3;0;1;0;21;0;2;3;2;0;14;0;0;1;1;1
"naszymi";0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;1;0;0
"nat";0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"nata";0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"natarczywoĺ›ä‡";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0
"natä™ĺľenie";0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;1;0;0
"natä™ĺľyä‡";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"natchĺ‚o";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"natchniä™ty";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"natchnieĺ„";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"natchnienia";0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"natenczas";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"nathaniel";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"national";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"natknä…ä‡";0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0
"nä™ciä‡";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"nä™dza";0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"nä™dzarz";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"nä™dzny";0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0
"natomiast";0;1;0;0;0;0;0;0;1;1;0;0;0;0;6;0;0;0;0;5
"natowi";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"natrafiä‡";0;0;0;0;0;0;0;0;0;1;0;0;0;0;4;0;0;0;0;0
"natrafiaä‡";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"naträ™tny";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0
