"";"Chlopi_czesc_pierwsza_Jesien";"Faraon_tom_I";"Glebia__Tom_1_-_Skokowiec";"Glebia__Tom_2__Powrot";"Glebia__Tom_3__Napor";"Glebia__Tom_4__Bezkres";"Goraczka_Ciboli";"Iliada";"Jak_to_wyjasnic_W_poszukiwaniu_odpowiedzi_na_pytania_ktore_pozornie_nie_maja_odpowiedzi.";"Kwantechizm_2.0_czyli_klatka_na_ludzi";"Lalka_tom_I";"Nad_Niemnem_tom_I";"Odyseja";"Pi_razy_drzwi_czyli_dziwne_przypadki_matematyki";"Po_co_czlowiekowi_czas";"Przebudzenie_Lewiatana";"Rozmyslania";"Wojna_Kalibana";"Wrota_Abaddona";"Wyprawa_Cyrusa"
"będziecie";1;0;0;0;0;0;0;1;1;0;1;0;0;2;0;0;0;0;1;0
"będziemy";0;1;1;1;1;1;5;0;4;2;0;1;0;0;1;3;0;0;2;0
"będziesz";0;3;1;0;2;0;0;2;0;0;2;2;0;0;0;1;11;3;0;0
"bestia";0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;2;0
"bezpieczeństwo";0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;1;0;2;3;0
"bezpieczny";0;2;4;2;1;2;0;3;1;0;0;0;0;0;3;0;0;2;1;1
"bezpośredni";0;0;0;0;0;0;0;0;6;1;0;1;0;2;2;0;1;0;0;1
"biała";5;1;2;0;1;0;0;1;0;0;1;9;0;0;0;0;0;0;1;0
"białe";5;3;0;0;1;0;0;1;4;0;2;2;2;1;1;1;0;2;1;0
"biały";1;5;6;1;0;0;2;0;1;0;1;7;0;0;2;1;1;0;0;0
"bić";1;0;0;0;0;0;0;4;0;0;1;1;1;0;5;2;0;0;1;0
"bicie";1;0;0;0;0;0;1;0;0;0;0;1;0;0;2;1;0;1;0;0
"biedny";1;1;0;1;0;0;0;1;1;1;0;6;1;0;1;2;0;0;0;0
"bieg";0;2;0;0;0;0;0;1;0;0;0;1;0;1;5;0;0;0;1;1
"biegiem";1;2;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;1;0;0
"biegł";2;1;0;1;0;1;1;0;0;0;2;0;0;0;1;0;0;0;0;0
"biegnąć";0;1;1;0;0;0;1;0;0;0;0;1;0;2;5;0;0;3;0;0
"biodro";1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0
"biologiczny";0;0;1;0;4;1;0;0;0;0;0;0;0;0;8;0;0;0;0;0
"biorąc";0;1;1;1;1;0;0;0;7;1;0;0;0;0;2;2;0;0;3;0
"bitwa";0;2;0;0;0;0;0;3;3;0;0;0;1;0;0;0;0;0;1;7
"biuro";0;0;0;0;0;0;0;0;1;0;3;0;0;0;15;2;0;0;0;0
"błąd";0;0;0;3;0;1;0;1;1;0;0;0;0;3;2;1;10;0;2;0
"blady";2;1;1;0;1;6;0;0;0;0;0;3;0;0;1;0;0;1;2;2
"błądzić";1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;4;0;0;0
"błagać";0;1;0;1;0;0;0;1;0;0;0;0;2;0;0;1;1;1;0;0
"blask";0;1;0;2;0;1;0;1;1;0;1;1;1;0;1;0;0;2;1;0
"blat";0;0;0;1;2;0;1;0;0;0;0;0;0;0;1;0;0;2;2;0
"błędny";0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0
"błękit";1;0;9;16;0;0;0;0;0;0;0;4;1;0;0;1;0;0;0;1
"błękitny";0;4;7;4;1;2;0;0;0;0;1;10;0;0;0;1;0;2;5;0
"bliski";0;0;0;4;2;0;4;1;7;1;0;5;1;3;7;2;0;4;4;2
"bliżej";0;1;2;0;1;0;0;0;11;2;0;0;0;1;3;1;0;4;3;0
"bliższy";0;1;0;0;0;0;0;0;1;0;0;1;0;0;2;0;1;0;0;0
"blokada";0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
"błysnąć";0;1;0;2;1;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0
"błyszczeć";2;1;1;0;0;0;0;1;0;0;0;12;0;1;0;0;3;0;0;0
"bóg";13;13;0;0;0;0;2;39;0;0;2;7;21;3;2;2;30;0;2;0
"bogactwo";0;0;0;0;1;0;0;0;0;0;0;4;0;3;0;2;3;0;0;0
"bogaty";0;2;1;0;0;0;0;1;0;0;0;0;0;0;2;1;1;0;1;3
"bohater";0;0;0;1;0;0;0;1;0;0;0;0;1;0;1;1;0;0;0;0
"boi";0;0;1;0;0;2;1;0;0;0;0;0;0;0;0;0;1;0;1;0
"boj";0;2;0;0;0;0;0;15;0;0;0;0;2;0;1;0;1;0;0;0
"bojowy";0;2;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;8;1;0
"bok";2;2;1;0;1;0;3;0;0;4;0;2;0;8;0;1;0;6;3;3
"ból";0;0;2;0;4;0;4;3;0;0;4;1;1;0;1;1;5;2;1;0
"boleć";1;0;1;0;1;1;2;2;0;0;0;5;0;0;0;0;0;1;0;0
"bolesny";2;0;0;1;0;0;1;2;0;0;0;0;0;0;0;1;0;0;1;0
"bom";2;0;0;0;0;0;0;1;0;0;0;1;0;0;0;6;0;0;0;0
"boski";1;2;0;0;0;0;0;5;0;0;1;0;4;0;2;0;7;0;0;0
"boże";5;0;0;0;0;0;0;2;0;0;1;5;0;0;0;0;0;0;2;0
"boży";0;2;0;0;0;0;0;0;0;0;1;1;2;0;0;0;0;0;0;0
"brać";2;0;0;0;0;1;1;10;1;0;2;2;4;3;10;0;3;2;1;3
"brak";0;0;2;1;0;2;0;0;3;1;0;1;0;0;2;1;12;1;0;5
"brakowało";0;0;2;2;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
"brama";0;1;0;0;0;0;0;0;1;0;1;2;0;1;1;0;0;0;0;0
"brata";0;0;0;0;0;0;2;1;0;0;1;0;0;0;0;0;1;0;0;2
"broda";1;0;4;0;0;0;0;1;0;0;5;2;0;0;1;1;0;0;1;0
"broń";0;1;3;0;1;0;0;1;0;0;0;0;0;0;0;0;0;2;2;0
"bronić";0;0;2;3;2;1;0;4;0;1;1;0;0;0;1;0;0;1;0;2
"brudny";1;0;1;0;0;0;0;1;0;0;1;2;0;0;0;0;0;1;0;0
"brwi";1;0;0;0;2;1;0;1;0;0;1;4;0;0;0;0;2;1;3;0
"brzeg";1;2;0;0;0;0;2;7;4;1;0;8;1;5;4;1;0;0;1;1
"brzmieć";1;0;0;1;1;2;2;2;9;1;0;0;0;0;1;1;0;1;1;1
"brzydki";0;0;0;0;1;0;0;3;0;0;1;2;1;0;0;0;2;0;1;0
"budowa";0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;2;0;3;0
"budować";0;1;0;0;0;0;3;0;0;0;0;0;0;2;2;1;1;1;0;0
"budowla";1;3;0;0;0;2;1;0;0;0;0;0;0;4;0;0;0;0;0;0
"budowniczy";0;0;0;0;0;0;1;1;0;0;0;0;0;2;0;0;1;0;0;0
"budynek";0;0;0;3;1;0;2;0;0;0;0;2;0;2;2;0;0;0;0;0
"budzić";0;1;0;0;0;0;1;3;1;0;6;1;0;2;23;0;3;1;1;4
"bunt";0;0;0;0;1;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0
"butelka";1;0;3;0;1;0;0;0;0;0;5;1;0;0;5;0;0;0;7;0
"bydło";1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0
"byle";1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0
"byłoby";0;0;2;1;3;0;0;0;8;1;0;2;0;0;9;3;1;0;2;0
"byś";0;0;0;0;0;0;0;3;0;0;1;1;3;0;2;0;9;0;0;0
"byt";0;0;0;0;3;2;1;1;0;0;1;0;0;1;5;0;1;0;0;0
"bywać";1;1;1;0;0;0;0;0;0;0;2;4;2;0;2;0;0;0;0;1
"całkiem";0;0;0;0;2;2;2;0;2;2;1;1;1;3;5;2;0;1;4;1
"całkowity";0;0;1;0;1;0;0;0;7;0;0;0;0;1;2;1;0;1;1;1
"całość";0;0;1;1;0;1;1;1;6;1;0;2;0;1;0;1;9;1;0;2
"cech";0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;1;2;1;0;0
"cecha";0;0;0;0;0;0;1;0;7;0;0;2;0;0;2;0;6;0;0;0
"cena";0;0;4;0;1;0;0;0;0;1;1;2;0;0;0;1;0;0;0;1
"cenić";0;0;0;0;0;0;1;1;1;0;0;0;0;0;1;0;1;0;0;0
"cenny";0;0;1;2;2;0;0;0;1;0;0;0;1;0;0;0;1;1;0;0
"centralny";0;0;1;1;1;0;0;0;0;0;0;0;0;1;1;2;0;0;0;0
"centrum";0;0;0;7;3;0;1;0;1;0;0;0;0;1;1;0;0;1;0;0
"centymetr";0;0;0;1;0;0;0;0;0;2;0;0;0;2;1;0;0;0;0;0
"ceres";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;16;0;1;9;0
"chaos";0;0;1;1;0;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0
"charakter";0;1;0;1;1;0;0;0;1;0;3;0;0;2;0;0;10;0;1;8
"charakterystyczny";0;0;2;0;0;0;1;0;0;0;0;0;0;1;1;0;0;1;0;1
"chcąc";0;0;0;0;0;0;0;1;0;0;1;0;0;0;2;0;0;0;0;2
"chęć";0;0;0;0;0;1;0;7;0;0;0;0;2;1;2;0;5;0;0;2
"chętniej";0;0;0;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0
"chętny";0;0;0;2;2;0;0;2;0;0;2;0;0;0;4;0;5;0;0;2
"chleb";2;1;0;0;0;0;0;0;0;0;1;1;2;0;2;1;1;0;0;0
"chłód";0;1;1;0;0;3;1;0;0;0;0;0;0;1;0;0;0;1;0;0
"chłodny";1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0
"chłopak";10;0;0;0;0;0;0;0;0;0;1;4;2;0;0;1;0;4;1;0
"chłopiec";0;0;0;0;0;0;1;1;0;0;1;0;0;0;6;0;0;2;0;0
"chmura";1;0;0;0;0;0;3;1;2;0;1;0;0;0;2;1;0;2;2;0
"chociaż";1;2;2;1;0;0;1;3;15;0;1;0;2;0;2;0;5;0;2;0
"chociażby";0;0;0;0;0;0;0;1;3;0;0;1;0;0;0;0;6;0;0;0
"chodzenie";0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;1;0;1;0
"cholera";0;0;0;0;0;0;2;0;0;0;0;8;0;0;0;2;0;3;3;0
"choroba";1;0;1;1;3;2;0;0;0;0;0;2;0;0;0;0;6;0;0;0
"chorować";1;0;0;0;0;0;0;0;0;0;1;3;0;0;0;0;1;0;0;0
"chory";0;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;0
"chować";1;0;0;1;0;0;0;1;0;0;1;0;1;0;0;0;1;2;0;0
"chronić";0;0;1;1;2;1;1;0;1;0;0;1;0;1;2;0;0;1;2;0
"chrząknąć";0;0;0;2;2;4;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"chuda";0;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;1;0
"chude";0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;1;1;0
"chudy";0;1;1;1;0;0;2;0;1;0;0;1;0;0;0;0;0;1;2;0
"chustka";1;1;0;0;0;0;0;0;0;0;2;13;0;0;0;0;0;0;0;0
"chwała";1;1;1;0;0;0;0;3;0;0;0;1;2;0;0;0;0;0;0;0
"chwiać";0;0;0;1;0;0;0;0;0;0;1;2;0;0;0;0;0;0;1;0
"chwileczkę";0;0;2;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"chwilowy";0;0;0;0;0;0;1;0;0;0;0;1;0;1;1;0;1;0;0;0
"chwycić";0;0;0;0;0;0;3;0;2;0;0;1;0;1;0;0;0;4;1;1
"ciąg";0;2;1;0;0;0;1;0;3;2;2;2;0;1;27;3;0;4;10;1
"ciągły";1;1;2;0;0;0;0;0;1;4;1;5;1;0;6;0;2;2;1;3
"ciągnąc";0;1;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;1;0;0
"ciasny";0;1;1;0;0;0;0;1;0;0;1;0;0;0;0;2;0;0;0;3
"ciążenie";0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;8;0;5;5;0
"cichu";0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;1;0;0
"cichy";7;4;5;0;2;7;1;3;0;0;2;9;2;0;1;8;0;2;3;0
"ciebie";1;3;0;0;1;0;2;14;0;0;0;1;3;0;1;1;8;1;0;0
"ciekawe";0;0;2;2;2;0;0;0;2;0;0;0;0;0;3;0;0;1;1;1
"ciekawić";0;0;0;0;0;0;0;0;0;1;0;0;0;1;2;0;0;1;0;0
"ciekawość";0;0;0;0;1;0;1;1;0;0;2;2;2;1;0;1;1;1;0;1
"ciekawy";0;0;1;0;0;0;0;0;6;2;3;0;0;0;2;0;0;2;1;4
"cielesny";0;0;1;0;0;0;0;0;0;0;1;0;0;0;2;0;1;0;0;0
"ciemniejszy";0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;1;1;0
"ciemność";0;0;0;0;0;6;1;0;0;0;1;0;0;0;15;0;1;1;2;0
"cień";1;2;0;0;0;5;0;1;0;0;1;8;0;1;4;0;0;1;0;0
"cienie";1;1;0;0;0;0;2;1;0;0;0;0;0;1;0;0;0;1;0;0
"cienki";2;1;0;0;0;2;1;0;0;0;1;8;2;0;1;2;0;0;1;0
"ciepły";1;2;0;1;0;0;0;0;0;0;0;1;0;0;2;4;1;1;0;0
"cierpieć";0;1;0;0;0;0;0;0;0;0;2;5;1;0;1;0;1;0;1;0
"cierpliwy";0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;2;2;0;0
"cieszyć";0;0;0;1;1;0;0;1;0;0;0;1;2;1;2;1;1;0;1;1
"ciężar";0;0;0;0;0;0;0;4;0;0;2;0;1;0;0;0;0;0;1;0
"cios";0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0
"cisnąć";1;0;0;0;0;0;1;0;0;0;0;1;1;0;1;0;0;1;1;0
"ciśnienie";0;0;0;0;0;0;0;0;13;0;0;0;0;0;5;1;0;2;1;0
"cisza";3;0;0;0;1;0;2;0;0;0;0;0;0;0;2;0;0;6;1;0
"ciszej";1;1;0;0;3;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
"ciszyć";0;0;0;1;1;1;1;0;0;0;0;0;0;0;1;1;0;1;1;0
"codzienny";0;0;0;0;0;0;0;1;1;5;0;0;0;2;9;0;4;1;1;0
"cofnąć";0;1;0;0;0;1;0;0;0;0;0;1;1;1;0;0;1;0;1;0
"cokolwiek";0;0;1;2;0;2;2;0;3;0;0;1;0;0;3;4;1;0;1;0
"córka";0;3;0;0;0;0;1;5;0;0;1;3;3;0;1;1;0;0;1;0
"cudem";0;0;2;0;1;0;0;0;2;1;0;0;0;1;1;0;0;0;0;0
"cudowny";0;0;0;1;1;0;0;3;0;1;1;0;0;0;2;0;1;0;0;0
"cudzy";0;0;0;0;0;0;0;0;0;1;0;2;2;0;0;0;0;0;1;0
"ćwiczeń";0;0;0;0;0;0;0;0;0;3;0;0;0;0;3;1;0;0;0;1
"ćwiczenia";0;0;0;0;0;0;0;0;0;5;0;0;0;0;1;1;0;0;1;0
"ćwiczyć";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;1;0;0
"cykl";0;0;2;2;2;2;0;0;0;0;0;0;0;0;32;1;0;0;0;0
"cywilizacja";0;4;0;1;0;1;0;0;1;3;0;0;0;5;1;0;0;0;0;0
"czapkę";0;1;0;0;0;0;0;0;0;0;3;3;0;0;0;0;0;1;0;0
"czarna";1;1;13;1;2;5;0;1;10;0;2;4;0;0;0;1;0;1;0;0
"czarne";2;1;2;1;0;2;3;0;6;0;0;4;1;1;0;2;0;3;2;3
"czasami";3;0;0;0;0;0;2;0;1;0;2;0;0;0;1;3;0;2;1;0
"czasem";2;0;0;1;3;0;1;0;5;2;2;9;1;4;37;2;2;1;0;0
"czasoprzestrzeń";0;0;0;3;0;0;0;0;4;12;0;0;0;0;1;0;0;0;0;0
"czasowy";0;0;1;1;4;0;0;0;0;0;0;0;0;0;29;1;0;0;2;0
"cząstka";0;0;1;0;0;0;0;1;46;0;0;0;0;0;0;0;16;0;0;0
"czasy";0;0;0;2;0;0;0;0;0;0;1;1;0;3;4;0;0;0;2;2
"czasza";0;0;0;1;0;3;0;0;0;0;0;0;1;1;1;0;0;0;0;0
"czaszka";1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0
"czegoś";1;0;3;2;2;0;1;0;12;3;1;1;0;0;9;2;6;3;3;0
"czekać";1;0;3;5;2;0;1;0;1;0;1;0;2;1;2;0;3;2;5;1
"czekając";0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;1;3;0
"czekał";0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;2;1;0
"czele";0;2;0;2;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0
"czemu";0;0;1;0;3;1;0;0;4;1;0;3;1;1;2;4;3;2;1;2
"czerń";0;0;0;0;0;2;1;0;1;0;0;0;0;0;0;0;0;0;1;0
"czernić";1;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0
"czerwienić";2;0;0;0;0;0;1;0;3;0;0;1;0;0;0;0;0;0;0;0
"czerwone";2;0;0;1;0;0;0;0;2;0;0;3;0;0;0;0;0;1;2;0
"czerwony";3;0;0;1;0;0;0;0;10;0;0;1;0;0;1;1;0;2;3;0
"czerwonych";3;1;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0
"cześć";0;2;0;0;0;0;0;3;1;0;0;1;2;1;0;1;3;2;1;0
"częściej";0;0;0;0;0;0;0;0;0;1;4;0;0;0;4;0;0;1;0;1
"częściowy";0;0;3;1;2;2;0;0;0;0;0;0;0;1;4;2;0;2;0;1
"członek";0;0;0;10;1;1;0;0;0;0;1;0;0;2;0;0;1;0;0;0
"czoło";1;3;0;2;0;0;1;2;0;0;0;10;0;0;1;0;1;0;1;0
"czterdzieści";0;0;1;0;0;1;0;0;0;0;0;2;0;0;0;1;0;0;0;0
"czterech";0;0;0;0;0;0;2;0;1;0;0;2;0;3;1;2;0;3;1;0
"cztery";0;0;0;0;3;0;1;0;1;0;0;2;0;8;5;1;0;4;3;0
"czuj";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;4;0;0;1
"czując";1;0;0;1;3;1;0;0;0;0;1;0;0;0;0;1;0;2;1;0
"czujnik";0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;2;0;3;3;0
"czujny";0;1;1;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0
"czuły";0;0;0;0;2;0;0;1;0;0;0;2;0;0;0;1;1;1;0;0
"czwarta";1;0;0;0;0;0;0;0;0;0;0;0;0;3;4;0;0;0;1;0
"czwarte";0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0
"czwarty";0;1;0;2;0;0;5;0;4;1;2;0;2;0;5;1;0;0;1;0
"czymkolwiek";0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"czymś";0;0;4;0;1;0;0;0;19;0;1;3;0;0;8;3;5;2;3;1
"czyn";0;2;0;0;0;0;0;1;0;0;0;1;2;0;0;0;17;0;0;5
"czynić";1;0;0;1;0;0;0;4;6;1;0;6;0;1;2;1;37;1;2;2
"czynnik";0;1;0;1;0;0;0;0;1;0;0;0;0;0;6;0;4;0;0;0
"czynność";0;0;0;0;0;0;0;0;0;0;1;1;0;1;2;0;1;1;0;1
"czysta";0;0;0;0;1;1;1;0;1;0;0;1;0;0;2;1;0;0;1;0
"czysto";0;0;0;0;0;0;0;0;0;0;0;0;0;2;4;0;1;1;0;1
"czystość";0;0;3;0;0;0;0;0;0;0;0;2;0;0;2;0;3;0;0;0
"czysty";0;1;0;0;0;0;0;2;0;0;0;2;1;0;0;0;3;0;1;1
"czytać";0;0;1;0;0;0;0;0;0;9;4;0;1;2;4;0;1;0;1;4
"czytanie";0;0;0;1;0;0;0;0;0;8;0;0;0;0;0;0;2;0;0;1
"czyż";0;0;0;0;0;0;0;3;0;0;0;0;3;0;0;0;10;0;0;2
"czyżby";0;0;0;5;2;0;0;0;0;1;0;0;1;2;0;0;0;0;0;0
"dach";2;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0
"dając";0;0;0;0;0;0;0;0;1;1;0;0;0;0;2;0;0;1;0;0
"dal";2;1;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;1
"dala";1;0;0;0;0;0;0;3;0;0;0;5;0;0;0;0;1;0;0;0
"daleka";1;1;0;0;0;0;0;0;2;0;1;2;1;1;0;0;0;0;0;0
"dalszy";0;1;0;1;0;1;0;0;1;0;0;2;0;2;1;0;2;0;0;6
"dam";2;0;0;0;0;0;0;1;0;1;2;2;0;0;0;0;0;0;0;0
"dama";0;1;4;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0
"dane";0;0;11;2;4;1;2;0;0;1;0;0;0;0;11;1;1;0;0;1
"dany";0;0;9;6;2;2;3;3;4;0;0;0;2;0;14;2;2;1;2;0
"dar";0;1;0;0;0;0;0;4;0;0;1;1;2;0;0;0;4;0;0;0
"daremny";0;0;0;0;0;0;0;2;0;0;0;1;1;0;0;0;0;1;0;0
"darować";1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;1;2
"dawna";0;0;0;2;1;0;0;0;0;0;1;1;0;2;1;2;3;0;1;1
"dawniej";0;0;1;1;0;0;0;0;0;0;1;0;0;0;8;0;0;0;0;0
"dawno";0;0;0;2;0;2;0;1;1;0;0;6;1;0;1;0;2;1;1;1
"dawny";0;0;1;2;2;1;0;0;0;1;2;2;3;1;7;1;0;0;0;3
"dążyć";0;1;0;1;1;0;0;1;0;0;0;0;0;0;2;0;8;0;0;2
"dbać";0;1;0;1;0;0;0;0;0;0;0;1;0;1;2;0;2;0;0;0
"dbały";0;0;2;1;2;0;0;0;0;0;1;3;0;0;0;0;0;1;1;0
"decydować";0;0;0;0;0;0;0;0;2;0;0;0;0;1;1;0;0;1;0;0
"decyzja";0;1;0;2;2;1;2;0;0;0;0;0;0;0;3;0;0;0;1;0
"definicja";0;0;0;0;0;0;0;0;2;0;0;0;0;2;6;0;0;0;0;2
"delikatny";1;0;1;0;1;0;0;0;2;1;0;9;0;0;1;4;1;3;1;0
"deska";2;0;0;0;0;0;1;0;0;2;0;0;0;0;1;0;0;0;0;0
"deszcz";1;1;0;1;0;0;0;0;0;0;6;0;1;0;1;0;2;0;0;0
"dioda";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;2;3;0
"dłońmi";0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;3;0;0;1;0
"długość";0;2;1;0;0;0;0;0;16;4;1;0;0;18;13;1;2;0;0;0
"dłużej";1;0;0;0;0;0;0;2;0;0;0;0;2;0;9;0;1;2;2;0
"dłuższy";0;0;0;0;0;2;0;0;4;0;0;0;1;0;7;0;1;1;0;2
"dna";1;2;0;0;0;0;0;0;0;0;1;0;2;0;15;0;0;0;0;0
