"";"Chlopi_czesc_pierwsza_Jesien";"Faraon_tom_I";"Glebia__Tom_1_-_Skokowiec";"Glebia__Tom_2__Powrot";"Glebia__Tom_3__Napor";"Glebia__Tom_4__Bezkres";"Goraczka_Ciboli";"Iliada";"Jak_to_wyjasnic_W_poszukiwaniu_odpowiedzi_na_pytania_ktore_pozornie_nie_maja_odpowiedzi.";"Kwantechizm_2.0_czyli_klatka_na_ludzi";"Lalka_tom_I";"Nad_Niemnem_tom_I";"Odyseja";"Pi_razy_drzwi_czyli_dziwne_przypadki_matematyki";"Po_co_czlowiekowi_czas";"Przebudzenie_Lewiatana";"Rozmyslania";"Wojna_Kalibana";"Wrota_Abaddona";"Wyprawa_Cyrusa"
"mrówka";0;0;0;0;0;0;0;0;0,000456541383513963;0;0;0;0;0;0,00029461416514168;0;0,000667552583942977;0;0;0
"mrugać";0;0;0,0016311402141815;0;0;0;0,00132303595150277;0;0;0;0;0;0;0,000620173102266924;0;0;0;0,000777865358421227;0;0
"mruknąć";0,00150219101691746;0;0,000928646361002713;0,000463834419258724;0,00346183938055052;0,00251915787496401;0;0;0;0;0,00301122572867281;0,0003635665827523;0;0;0;0,000501299998061192;0;0;0;0
"mściwy";0;0;0,00096135075313179;0;0;0;0;0,00314352863035935;0;0;0;0;0,00312438994767832;0;0;0;0;0;0;0
"mucha";0,00155509408759444;0;0,00096135075313179;0;0;0;0;0,00104784287678645;0;0;0;0;0;0;0;0;0;0;0;0
"muchy";0;0;0;0;0,00102393026343667;0;0;0;0;0,00146127367547582;0,00103909096209803;0;0;0;0;0;0;0;0;0
"muł";0;0,00423024048557373;0;0;0;0;0;0,00104784287678645;0;0;0;0;0;0;0;0,00103790883358597;0;0;0;0
"mur";0;0;0;0;0;0;0,00113960113960114;0,00153139356814701;0;0;0,000759301442672741;0,00055005500550055;0;0;0;0;0,000975609756097561;0;0;0
"muzyka";0;0,000585229201247975;0,000531989172051197;0;0;0;0;0;0;0;0,000575008797581533;0,000833098554911858;0;0,000404533432913931;0;0,00114870927025389;0;0;0,000505700558540821;0
"myć";0,00155509408759444;0,00105756012139343;0;0;0;0;0;0;0;0;0,00207818192419606;0;0;0;0;0;0;0;0;0
"mylić";0;0;0,000531989172051197;0;0,000566619219165641;0,000721568924644954;0;0;0,000252639394967433;0;0,00115001759516307;0;0,000864482404583195;0;0,000163032634319673;0;0;0;0;0
"myrton";0;0;0,019573682570178;0,00570298128568826;0,0156358794268509;0,0365048247409638;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"myrtona";0;0;0,003262280428363;0,00162942322448236;0,00694927974526708;0,00442482724132894;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"myśląc";0;0;0;0;0;0;0;0,000888946437552589;0;0;0,00176304335223034;0;0,00265060284804493;0,000620173102266924;0;0;0;0;0;0
"myślowy";0;0;0;0;0;0;0;0;0;0,00292254735095163;0;0;0;0,000731027135193965;0,00029461416514168;0;0;0;0;0
"nabierać";0,00263855465328109;0;0;0;0;0;0;0;0;0;0,000881521676115172;0;0;0,00124034620453385;0;0;0;0;0;0,000958682120102131
"nabrać";0;0;0;0;0;0;0;0;0,000289735712121135;0;0,000659440240761658;0,000477713309726679;0,000991418718131396;0;0,000186971538661594;0;0;0;0;0,000717161682149548
"nabyć";0;0;0;0;0;0;0;0;0;0;0;0;0,00156219497383916;0;0,00029461416514168;0;0,000667552583942977;0;0;0
"nachylić";0;0;0,000531989172051197;0,00106285836689808;0;0,000721568924644954;0,000863004656883053;0;0;0;0;0;0;0,00121360029874179;0;0,000574354635126947;0;0;0,00101140111708164;0
"nacisk";0;0;0;0,000701754385964912;0;0;0;0;0;0;0,000759301442672741;0,00055005500550055;0;0;0;0,000758437618505878;0,00048780487804878;0;0;0
"naciskać";0;0;0;0;0,00102393026343667;0;0;0;0,000456541383513963;0;0;0;0;0;0;0;0;0,000916906396705597;0;0
"nacisnąć";0;0;0,00140498770635757;0,00140350877192982;0,00149644594089039;0;0;0;0;0;0;0;0;0;0;0;0;0,00134003350083752;0,000667779632721202;0
"naczelny";0;0,00211512024278687;0;0;0;0;0;0;0;0;0;0;0;0;0,00029461416514168;0;0;0;0;0,00678026158752983
"naczynie";0;0,000510791381332057;0;0;0,000494548482935788;0;0;0,000506098045515836;0;0;0,000501870954778801;0;0,000754525168314705;0,00388386993690197;0,000284591624302984;0;0,000322421486557893;0;0;0
"nadać";0;0;0,000218295882243158;0,000218066097103954;0;0;0;0,000475871651413683;0,000103667785946;0,000331814402961169;0,000235948510533892;0,000341852792489698;0,000354730808645131;0,000331991654244802;0,000200695923599441;0;0,000151582530913724;0;0,00041501727996412;0,000513202623242172
"nadal";0;0;0,000351246926589392;0,000350877192982456;0,000748222970445193;0,0014292520247737;0;0;0,000166805671392827;0,000533902829684997;0;0;0,000570776255707763;0,000534188034188034;0,000430570505920344;0;0;0;0,000333889816360601;0
"nadarzyć";0;0;0;0;0,00102393026343667;0;0;0;0;0;0;0;0;0;0,00029461416514168;0;0,00133510516788595;0;0;0
"nadawać";0;0,000510791381332057;0,000464323180501357;0,000463834419258724;0;0;0;0;0,000220505103400728;0;0;0,0014542663310092;0;0;0,000569183248605969;0,00100259999612238;0;0;0,00132413498653158;0
"nadchodzić";0;0;0;0,000531429183449038;0;0,000721568924644954;0;0;0,000252639394967433;0;0;0,000833098554911858;0;0,000809066865827862;0,000326065268639345;0;0;0,00101478939553083;0;0
"nadciągać";0;0;0;0,000960338804970599;0;0;0;0;0,000456541383513963;0;0;0;0;0;0;0;0;0,000916906396705597;0;0
"nade";0;0,0063453607283606;0;0;0;0;0;0;0;0;0,00415636384839211;0;0;0;0,00029461416514168;0;0;0;0;0
"nadejść";0;0,000585229201247975;0;0;0,000566619219165641;0;0;0,000579851903839877;0;0;0;0;0;0,00121360029874179;0,00065213053727869;0;0,000369408090934087;0;0,000505700558540821;0
"nadmiar";0;0,00105756012139343;0;0;0,00102393026343667;0;0;0;0;0;0;0;0;0;0;0;0,000667552583942977;0;0;0
"nadto";0;0,000772797527047913;0;0;0;0;0;0;0;0;0;0;0;0;0,000430570505920344;0,000758437618505878;0,00195121951219512;0;0;0,00247729149463253
"nadzieja";0;0;0,000145780646041041;0;0,000776351476391402;0,0001977310620671;0,000472977207155377;0;6,92306087204076e-05;0,00022158969529036;0,000157569285982856;0,000114146726974379;0,000236893549816692;0,000110854032927042;0;0,000157390026271841;0,000303685975082081;0,00027808207656874;0,000277153588833952;0,000171361477819506
"nadzwyczajny";0;0,0031726803641803;0;0,000960338804970599;0;0;0;0;0;0;0;0;0;0;0,00029461416514168;0;0;0;0;0
"nagi";0;0,00740292084975403;0;0;0;0;0;0;0;0,00146127367547582;0;0;0;0;0;0;0;0;0,000913844939621438;0
"nagranie";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00029461416514168;0,00311372650075791;0;0;0,000913844939621438;0
"najbliżej";0;0;0,00096135075313179;0;0;0;0;0;0;0;0;0;0;0;0,00029461416514168;0,00207581766717194;0;0;0;0
"najbliższy";0;0;0;0,000463834419258724;0;0,000629789468741002;0,000753235381702201;0;0,000441010206801455;0;0;0;0;0;0,000142295812151492;0,000501299998061192;0,000644842973115787;0,00221428491605923;0;0
"najczęściej";0;0,00117045840249595;0;0;0;0;0;0;0;0,00161726980547758;0,0017250263927446;0;0;0,000809066865827862;0,00065213053727869;0;0,000369408090934087;0;0;0,000625339873174962
"najdalej";0;0;0;0;0;0;0;0;0,00136962415054189;0;0,00207818192419606;0;0;0;0;0;0;0;0,000913844939621438;0
"najdłużej";0;0;0;0;0;0;0;0;0;0;0;0;0,00156219497383916;0;0,00029461416514168;0;0,000667552583942977;0;0;0
"najdłuższy";0;0;0;0;0;0;0;0;0,00077462154958711;0;0;0;0;0;0,000499876877263157;0,00088051880731413;0,000566323925582283;0;0;0
"najdrobniejszy";0;0;0;0;0;0;0;0;0;0;0,00103909096209803;0;0;0,000731027135193965;0;0;0,00133510516788595;0;0;0
"najgorsze";0;0,00105756012139343;0;0;0;0;0;0;0;0;0;0;0;0;0,00029461416514168;0;0;0;0,00274153481886431;0
"najkrótszy";0;0,000772797527047913;0;0;0;0;0;0;0,00133444537114262;0;0;0;0;0,000534188034188034;0;0;0,00146341463414634;0;0;0,000825763831544178
"najlepiej";0;0;0;0;0,00129963755642814;0;0,00098972398527989;0;0,000289735712121135;0;0;0;0;0;0,000747886154646375;0,000658690024333032;0;0;0;0,000717161682149548
"najmilszy";0;0;0;0;0;0;0;0,00104784287678645;0;0;0;0,000752740812476954;0;0;0;0;0,000667552583942977;0;0;0
"najmniej";0;0;0;0,000701754385964912;0,000748222970445193;0;0;0;0,00133444537114262;0;0,000759301442672741;0;0;0;0,000861141011840689;0;0;0;0;0
"najmniejszy";0;0;0,000928646361002713;0,000463834419258724;0;0,000629789468741002;0;0,000506098045515836;0,00198454593060655;0,00070578115050046;0;0;0;0;0;0;0,000644842973115787;0;0;0,000545800204330042
"najniższy";0;0;0;0;0;0;0;0,00104784287678645;0;0;0;0;0;0;0,00176768499085008;0;0;0,000916906396705597;0;0
"najpierw";0,000235816760953888;0;0,000145780646041041;0,000436881578188257;0,00015527029527828;0,0001977310620671;0;0;0,000138461217440815;0,00132953817174216;0;0,000114146726974379;0,000236893549816692;0,000110854032927042;0,000223378632550508;0,000314780052543681;0,000101228658360694;0,00027808207656874;0;0,000171361477819506
"najprawdopodobniej";0;0;0,00288405225939537;0;0;0;0;0;0,000456541383513963;0;0;0;0;0;0,00029461416514168;0;0;0;0;0
"najprostszy";0;0;0;0;0;0;0;0;0,000387310774793555;0,00123968398018546;0;0;0;0,000620173102266924;0;0,00088051880731413;0;0;0;0
"najstarszy";0;0,00134232271573895;0;0;0;0;0;0;0,000579471424242271;0;0;0;0;0,000927866236199897;0,000560914615984781;0;0,000423650144918587;0;0;0,00215148504644865
"najszybciej";0;0;0;0;0;0,00110620681033224;0;0;0;0,00123968398018546;0;0;0;0;0,00124969219315789;0;0;0;0,00155053629040892;0
"najtrudniejszy";0;0;0;0;0;0;0;0;0;0,00146127367547582;0;0;0;0;0;0;0,000667552583942977;0;0;0,00113004359792164
"najważniejszy";0;0;0,000928646361002713;0,000463834419258724;0,000494548482935788;0,000629789468741002;0;0;0,000441010206801455;0;0;0;0;0;0,000284591624302984;0;0,000322421486557893;0;0,000882756657687721;0
"najwidoczniej";0;0;0;0,000960338804970599;0,00409572105374666;0,00130393787239934;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"najwięcej";0;0;0,000531989172051197;0;0;0;0;0,000579851903839877;0,000252639394967433;0;0,00115001759516307;0;0,000864482404583195;0;0,000815163171598363;0;0;0,000507394697765413;0;0
"największy";0;0,000960569361277079;0,000218295882243158;0,000436132194207909;0,000232505939673128;0;0;0,000475871651413683;0,000622006715676;0;0,000943794042135566;0;0;0,000829979135612006;0,000602087770798324;0,000235680082194262;0,000151582530913724;0,000208203811305283;0,00124505183989236;0
"najwyraźniej";0;0;0,000702493853178785;0;0,000748222970445193;0;0;0;0,000333611342785655;0;0;0;0;0,000534188034188034;0,000430570505920344;0;0;0;0;0
"najwyżej";0;0;0,000610103826542398;0;0;0,000827520530808102;0;0;0;0,00370948338316328;0;0;0;0;0,000186971538661594;0;0,000423650144918587;0,00116379604299243;0;0
"najwyższy";0;0,00267079542529764;0;0,000404211611735105;0;0,000548834251283969;0;0,000882085063893606;0,000192160649448716;0;0,000437358805408144;0;0;0,000615386267865946;0,000372013916074828;0;0,00168585818552934;0;0;0
"nakarmić";0,00155509408759444;0;0;0;0,00102393026343667;0;0;0;0;0;0;0;0;0;0,00058922833028336;0;0;0;0;0
"nakazywać";0;0,000897190144856013;0;0;0;0;0;0;0;0;0;0,000638594085502575;0;0;0;0;0,000566323925582283;0;0,000775268145204461;0
"nalać";0;0;0;0;0;0;0;0;0;0;0;0,000638594085502575;0;0;0;0,00088051880731413;0;0,000777865358421227;0,00155053629040892;0
"nalegać";0;0,00211512024278687;0;0;0;0;0;0;0;0;0;0,000752740812476954;0;0;0;0,00103790883358597;0;0;0;0
"należało";0;0;0,00121391263798214;0,000404211611735105;0,000430977588269753;0;0;0;0;0,00123011542279237;0,000437358805408144;0;0;0,000615386267865946;0;0;0,00028097636425489;0;0,000384642101317212;0,000475641244196965
"należałoby";0;0;0;0;0;0;0;0;0;0,00146127367547582;0;0;0;0,000731027135193965;0,00029461416514168;0;0;0;0;0
"należeć";0;0,00056952518869104;0,000776570699859016;0,000775753257017059;0,000827121878974418;0;0;0;0;0;0,000279789519425287;0,000202685806976404;0,000420642462423634;0,00118103460603559;0,000634631297452061;0;0,000179747705894197;0;0,000246065306900236;0,000304279766377459
"należny";0;0;0,00096135075313179;0;0;0;0;0;0;0;0,00103909096209803;0;0;0;0;0;0,000667552583942977;0;0;0
"należy";0;0,00056952518869104;0;0;0,000275707292991473;0;0;0,000282146092712943;0;0,000393468016105823;0,00111915807770115;0,000202685806976404;0,000841284924847267;0,00118103460603559;0,000396644560907538;0;0,00665066511808528;0;0,000492130613800472;0,0015213988318873
"należycie";0;0;0;0;0;0;0;0;0,000456541383513963;0;0;0;0;0;0;0;0,000667552583942977;0;0;0,00226008719584327
"nałożyć";0;0;0;0,000701754385964912;0;0,000952834683182468;0,00113960113960114;0;0;0;0;0;0,00114155251141553;0;0;0;0,00048780487804878;0;0;0
"namacalny";0;0;0;0;0;0;0;0;0,000456541383513963;0;0;0;0;0;0,00088384249542504;0;0;0;0,000913844939621438;0
"nami";0,000490054816051173;0;0,000302949236477016;0,000302630342543882;0,000968009513187503;0;0;0,000330205389069703;0,00172643164553808;0;0,00065489481871683;0,000474420503987935;0,000984585018550303;0,000230367648571064;0,000278524158100129;0;0;0;0;0
"namiętny";0,00131927732664055;0,000897190144856013;0;0;0;0;0;0;0;0;0;0;0;0,000620173102266924;0;0;0,00113264785116457;0;0;0
"namiot";0;0,0031726803641803;0;0;0;0;0;0,0115262716446509;0;0;0;0;0;0;0,0014730708257084;0;0;0;0;0
"namysł";0;0;0,000815570107090749;0;0;0;0;0;0;0;0;0,000638594085502575;0;0,00186051930680077;0;0;0;0;0,000775268145204461;0
"nań";0;0;0;0;0;0;0;0,000888946437552589;0;0;0;0,000638594085502575;0,00265060284804493;0;0;0;0,000566323925582283;0;0;0
"naomi";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00830327066868777;0;0,00733525117364477;0,014621519033943;0
"napaść";0;0,00105756012139343;0;0;0;0;0;0;0;0;0;0;0,00156219497383916;0;0;0,00207581766717194;0;0;0;0
"napęd";0;0;0,00549093443888158;0,00121892322397629;0;0,000827520530808102;0;0;0;0;0;0;0;0;0,000186971538661594;0,00329345012166516;0;0;0,000579955123260837;0
"napełniać";0;0;0;0;0;0;0;0,0020956857535729;0;0;0;0,00301096324990782;0;0;0;0;0,000667552583942977;0;0;0
"napełnić";0,00113636363636364;0,000772797527047913;0;0;0;0;0;0;0;0;0,00151860288534548;0,00165016501650165;0;0;0;0;0;0;0;0,000825763831544178
"napić";0;0;0,000702493853178785;0;0,000748222970445193;0;0;0;0;0;0,000759301442672741;0;0;0;0,000215285252960172;0;0;0,000670016750418761;0;0
"napis";0;0,000897190144856013;0;0,00162942322448236;0;0;0;0;0;0;0,00176304335223034;0;0;0,00186051930680077;0;0;0;0;0;0
"napisać";0;0;0;0;0;0;0;0;0,000252639394967433;0,00242590470821638;0,000575008797581533;0;0;0,000404533432913931;0,0017933589775164;0;0,000369408090934087;0;0;0,00375203923904977
"napój";0;0;0;0;0;0;0;0,000888946437552589;0;0;0;0,000638594085502575;0;0;0;0,00088051880731413;0,000566323925582283;0;0;0
"napór";0;0;0;0,00081471161224118;0,000868659968158385;0,00110620681033224;0;0;0;0;0;0;0;0;0;0;0;0;0,000775268145204461;0
"naprawa";0;0;0;0;0;0,000952834683182468;0;0;0;0;0;0,00055005500550055;0;0;0,000645855758880517;0,000758437618505878;0;0,000670016750418761;0;0
"naprawiać";0;0;0;0;0;0;0;0;0;0;0;0,00225822243743086;0;0;0,00058922833028336;0,00103790883358597;0;0;0;0
"naprawić";0;0;0,0012202076530848;0;0;0,000827520530808102;0;0;0;0;0;0,000477713309726679;0;0;0;0,00131738004866606;0,000423650144918587;0,000581898021496217;0;0
"naprzeciw";0,000986912269412617;0,000671161357869477;0;0;0;0;0;0;0;0;0,000659440240761658;0,00143313992918004;0;0;0;0;0;0,000581898021496217;0;0,000717161682149548
"naprzeciwko";0;0;0;0,000960338804970599;0,00102393026343667;0;0;0;0;0;0;0;0;0;0,00029461416514168;0;0;0;0;0
"naprzód";0;0,00268464543147791;0;0;0;0;0;0;0;0;0,00131888048152332;0,0023885665486334;0,00198283743626279;0;0,000186971538661594;0;0;0;0;0,0014343233642991
"narada";0;0,00105756012139343;0;0;0;0;0;0;0;0;0;0;0,00156219497383916;0;0,00029461416514168;0;0;0;0;0
"narastać";0;0;0;0;0,00173731993631677;0,00553103405166118;0,00264607190300554;0;0;0;0;0;0;0;0;0;0;0;0,000775268145204461;0
"naraz";0;0;0;0;0;0;0;0;0,000456541383513963;0,00146127367547582;0;0;0,00312438994767832;0;0;0;0;0;0;0
"nareszcie";0;0,00386398763523957;0,00140498770635757;0;0,000748222970445193;0;0;0;0;0;0,00379650721336371;0;0,00114155251141553;0;0;0;0;0;0;0
"naród";0,00172110587821563;0,00351137520748785;0;0;0;0;0;0,00811792665375828;0,000252639394967433;0;0;0;0;0;0;0,000574354635126947;0;0,00101478939553083;0;0,00125067974634992
"narodowy";0;0,00105756012139343;0;0;0;0;0;0,00104784287678645;0;0;0;0;0;0;0,00117845666056672;0;0;0;0;0
"narodzenie";0;0;0;0;0;0;0;0;0;0;0,00103909096209803;0;0;0;0,00029461416514168;0;0;0;0,000913844939621438;0
"narodziny";0;0;0,000815570107090749;0,00081471161224118;0;0;0;0;0;0;0;0;0;0,00310086551133462;0,00124969219315789;0;0;0;0;0
"narysować";0;0;0;0;0;0;0;0;0,00456541383513963;0;0;0;0;0,000731027135193965;0;0;0;0,000916906396705597;0;0
"narzędzie";0;0,000386398763523957;0,000351246926589392;0;0;0,000476417341591234;0;0,000382848392036753;0,000667222685571309;0;0;0;0;0,0016025641025641;0,000107642626480086;0,000758437618505878;0,00024390243902439;0,00033500837520938;0;0
"nasi";0;0,00134232271573895;0;0;0;0;0;0;0,000289735712121135;0;0,000659440240761658;0;0,000991418718131396;0,000463933118099948;0,000560914615984781;0;0;0;0;0
"naśladować";0;0;0;0;0;0;0,00155952455508046;0;0;0;0;0;0;0;0;0,00103790883358597;0;0;0,000913844939621438;0
"nastąpić";0;0;0;0;0;0;0;0;0,000333611342785655;0;0;0;0;0,000534188034188034;0,000645855758880517;0,000758437618505878;0,00048780487804878;0;0;0
"nastawiać";0;0;0;0;0;0;0;0;0,000456541383513963;0;0;0;0;0;0,00088384249542504;0;0,000667552583942977;0;0;0
"nastawić";0;0;0;0,00081471161224118;0,000868659968158385;0;0;0;0;0;0;0;0,00132530142402247;0;0,000249938438631578;0;0;0;0;0
"następca";0;0,0215325634765443;0;0;0,000868659968158385;0,00110620681033224;0;0;0;0;0;0;0;0;0;0;0,000566323925582283;0;0;0
"następny";0;0,000481109929612261;0,000437341938123123;0,000291254385458838;0,000621081181113122;0,0001977310620671;0,000236488603577689;0;0,000207691826161223;0;0,000315138571965713;0;0;0,000221708065854083;0,000714811624161625;0,000629560105087362;0,000506143291803468;0,00027808207656874;0,000554307177667905;0,000171361477819506
"następować";0;0;0,000815570107090749;0;0;0;0;0;0,00077462154958711;0;0;0;0;0;0,000499876877263157;0;0;0;0;0,00191736424020426
"następujący";0;0;0;0;0,000868659968158385;0;0;0;0;0,00123968398018546;0;0;0;0,00310086551133462;0;0;0,00169897177674685;0;0;0
"nastrój";0;0;0;0;0;0;0;0;0;0;0;0;0,00132530142402247;0;0,000249938438631578;0,00088051880731413;0;0,000777865358421227;0;0
"nasuwać";0;0;0;0;0;0;0;0;0,000913082767027925;0;0;0;0;0;0,00029461416514168;0;0,000667552583942977;0;0;0
"nasz";0,000490054816051173;0,00133307028786718;0;0;0,000968009513187503;0;0;0,000660410778139407;0,00244577816451228;0,00138146792778975;0,00196468445615049;0;0,00246146254637576;0,000230367648571064;0,00129977940446727;0;0;0;0,0002879787900668;0
"nasza";0,000980109632102347;0,000333267571966795;0,000302949236477016;0,000302630342543882;0,00129067935091667;0;0;0;0,00172643164553808;0,000460489309263249;0;0;0,000492292509275151;0;0,00074273108826701;0;0,000420729988414666;0;0,0002879787900668;0
"naszą";0;0;0,000404637545994046;0,000404211611735105;0,000430977588269753;0;0;0;0,00134512454614101;0;0,000437358805408144;0;0,000657536012240325;0,000307693133932973;0,000496018554766437;0;0;0;0;0,000475641244196965
"nasze";0,000353118395878563;0,00024014234031927;0,000218295882243158;0,000218066097103954;0;0,000592175680558619;0;0,000951743302827366;0,00207335571892;0,000663628805922339;0,000235948510533892;0;0,000354730808645131;0;0,000869682335597579;0,000235680082194262;0,000151582530913724;0;0;0
"naszego";0;0,00024014234031927;0,000218295882243158;0;0,000232505939673128;0;0,000354124431194456;0,000475871651413683;0,00155501678919;0,000995443208883508;0,000943794042135566;0,000341852792489698;0;0,000165995827122401;0,000602087770798324;0;0,000151582530913724;0;0,000622525919946181;0
"naszej";0;0,00066653514393359;0;0;0,000968009513187503;0;0;0,000330205389069703;0,0014386930379484;0,00322342516484274;0,000327447409358415;0,000474420503987935;0;0,00115183824285532;0,00102125524636714;0;0;0,00028894354313235;0,0002879787900668;0
"naszych";0;0;0,000351246926589392;0,000350877192982456;0,000374111485222596;0;0;0,000765696784073507;0,00233527939949958;0;0;0,00055005500550055;0,00228310502283105;0,000801282051282051;0,000645855758880517;0;0;0,00033500837520938;0;0
"naszym";0;0,00028476259434552;0;0,000258584419005686;0,000827121878974418;0;0,00041992341547932;0;0,00258153085529447;0;0,000559579038850574;0,000608057420929213;0,000841284924847267;0;0,00111060477054111;0;0;0,000246889646286836;0,000246065306900236;0,000304279766377459
"natomiast";0;0,000772797527047913;0;0;0;0;0;0;0,000333611342785655;0,00106780565936999;0;0;0;0;0,00129171151776103;0;0;0;0;0,00412881915772089
"natura";0;0,000890265141765881;0;0;0;0;0;0,000441042531946803;0,000576481948346147;0;0,000874717610816287;0,000316832533950784;0;0;0,000248009277383219;0;0,017982487312313;0;0,000384642101317212;0,00713461866295448
"naturalny";0;0;0,000302949236477016;0,000302630342543882;0;0,000821816556693726;0;0;0;0,001841957237053;0,00163723704679207;0,000474420503987935;0;0,000230367648571064;0,00167114494860077;0,000327074886708405;0,00105182497103666;0;0;0,000356109197460803
"natychmiast";0;0,00048028468063854;0,000873183528972631;0,000436132194207909;0,00162754157771189;0,000296087840279309;0;0,00118967912853421;0,000311003357838;0;0,000235948510533892;0;0;0,000165995827122401;0;0,000235680082194262;0,000757912654568622;0,00062461143391585;0,00020750863998206;0
"natychmiastowy";0;0;0,000815570107090749;0;0;0,00110620681033224;0;0;0,00077462154958711;0;0;0;0;0;0;0;0,00113264785116457;0;0;0
"nauczyć";0;0;0;0;0;0;0;0,000441042531946803;0,000960803247243578;0,00123011542279237;0,000437358805408144;0;0,000657536012240325;0,000307693133932973;0,000124004638691609;0;0,00112390545701956;0;0,000769284202634424;0
"nauczyciel";0;0,000772797527047913;0;0;0;0;0;0;0;0,00106780565936999;0,000759301442672741;0;0;0;0;0;0,0024390243902439;0,000670016750418761;0;0
"nauka";0;0;0;0;0;0;0;0;0,00126319697483716;0,00404317451369396;0,00115001759516307;0;0;0,00202266716456966;0,00130426107455738;0;0,00258585663653861;0;0;0,00625339873174962
"naukowiec";0;0;0;0;0;0;0;0;0,00271117542355489;0,00247936796037092;0;0;0;0;0,00774809159757893;0;0;0,000777865358421227;0;0
"naukowy";0;0;0,00109147941121579;0,00218066097103954;0,000232505939673128;0,000296087840279309;0,000354124431194456;0;0,000103667785946;0,00132725761184468;0;0;0;0,000331991654244802;0,000668986411998138;0;0,000151582530913724;0,000208203811305283;0,000830034559928241;0,00128300655810543
"nawiedzony";0;0;0,00288405225939537;0,000960338804970599;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000913844939621438;0
"nawigacyjny";0;0;0,0012202076530848;0,00182838483596443;0,000649818778214069;0,00993024636969722;0;0;0;0;0;0;0;0;0,000560914615984781;0,00131738004866606;0;0;0;0
"nawoływać";0;0;0;0;0;0;0;0;0;0;0;0,000752740812476954;0;0;0;0;0,000667552583942977;0;0,000913844939621438;0
"nawzajem";0;0;0;0;0;0;0;0;0,000387310774793555;0;0;0;0;0;0,000249938438631578;0;0,00169897177674685;0;0,000775268145204461;0
"nazwa";0;0;0,000517713799906011;0,000258584419005686;0,000275707292991473;0;0,00041992341547932;0;0,000122930040728308;0;0;0,000202685806976404;0;0,00118103460603559;0,000396644560907538;0,000279471215080093;0;0,000740668938860509;0,000246065306900236;0,000304279766377459
"nazwać";0;0;0;0;0;0,001259578937482;0;0;0,000882020413602911;0;0,000501870954778801;0,0003635665827523;0;0,00105923725551872;0,00142295812151492;0;0,000644842973115787;0;0,000882756657687721;0
"nazwisko";0;0,00028476259434552;0,000258856899953005;0;0,000275707292991473;0;0;0,000282146092712943;0,000122930040728308;0;0,000279789519425287;0,000405371613952809;0;0,000196839101005931;0;0,000279471215080093;0,000179747705894197;0,000246889646286836;0;0,0015213988318873
"nazywać";0;0;0,00109147941121579;0;0,000232505939673128;0;0,000708248862388912;0;0,001140345645406;0,000995443208883508;0,00117974255266946;0,000170926396244849;0;0,00199194992546881;0,000802783694397766;0,00094272032877705;0,000757912654568622;0,00062461143391585;0,000622525919946181;0
"nędzny";0;0,00105756012139343;0;0;0;0;0;0;0;0;0;0,000752740812476954;0;0;0;0;0,000667552583942977;0;0;0
"nerwówa";0;0;0,00096135075313179;0;0;0,00130393787239934;0;0;0;0;0;0;0;0;0;0,00103790883358597;0;0;0;0
"nerwowy";0;0;0,000610103826542398;0,00182838483596443;0;0,000827520530808102;0,00098972398527989;0;0;0;0;0,00191085323890672;0;0;0,000560914615984781;0;0;0;0;0
"nestor";0;0;0;0;0;0;0;0,0083827430142916;0;0;0;0;0,00156219497383916;0;0,00029461416514168;0;0;0;0;0
"niby";0,00675985957612856;0,00153237414399617;0;0;0,000989096965871577;0,000629789468741002;0;0;0;0,00070578115050046;0;0,0007271331655046;0,00150905033662941;0;0;0;0,000322421486557893;0;0;0
"nić";0;0;0;0;0;0,00260787574479867;0;0;0;0;0;0,000752740812476954;0;0;0,00117845666056672;0;0;0;0;0
"niczym";0;0;0,00130977529345895;0,000654198291311863;0,00162754157771189;0,00296087840279309;0;0;0,00103667785946;0,000331814402961169;0;0;0;0,000331991654244802;0,000468290488398697;0,000471360164388525;0,000757912654568622;0,00062461143391585;0,00041501727996412;0,000256601311621086
"niebawem";0;0,000671161357869477;0,000610103826542398;0,000609461611988143;0,000649818778214069;0;0;0;0;0;0;0;0;0,000463933118099948;0;0;0;0;0;0,00215148504644865
"niebezpieczeństwo";0;0;0;0;0;0;0;0;0;0;0;0;0;0,000620173102266924;0,000249938438631578;0;0;0;0,000775268145204461;0,00191736424020426
"niebieski";0,000751095508458729;0,00255395690666028;0;0;0;0;0;0,00202439218206334;0,00110252551700364;0;0,0015056128643364;0;0;0;0,000569183248605969;0;0,000322421486557893;0,000885713966423693;0;0
"niebiesko";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00103790883358597;0;0,000916906396705597;0,00182768987924288;0
"niebios";0;0;0;0;0;0;0;0,00104784287678645;0;0;0;0;0;0,000731027135193965;0,00029461416514168;0;0;0;0;0
