"";"Chlopi_czesc_pierwsza_Jesien";"Faraon_tom_I";"Glebia__Tom_1_-_Skokowiec";"Glebia__Tom_2__Powrot";"Glebia__Tom_3__Napor";"Glebia__Tom_4__Bezkres";"Goraczka_Ciboli";"Iliada";"Jak_to_wyjasnic_W_poszukiwaniu_odpowiedzi_na_pytania_ktore_pozornie_nie_maja_odpowiedzi.";"Kwantechizm_2.0_czyli_klatka_na_ludzi";"Lalka_tom_I";"Nad_Niemnem_tom_I";"Odyseja";"Pi_razy_drzwi_czyli_dziwne_przypadki_matematyki";"Po_co_czlowiekowi_czas";"Przebudzenie_Lewiatana";"Rozmyslania";"Wojna_Kalibana";"Wrota_Abaddona";"Wyprawa_Cyrusa"
"lew";0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0
"lewa";0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0
"lewo";0;0;0;1;0;0;2;0;3;1;1;0;0;0;0;0;0;0;0;0
"lewy";0;4;0;0;0;1;0;0;0;2;3;0;1;3;2;1;0;5;0;1
"leża";0;1;0;0;0;0;0;0;6;1;1;1;1;2;1;0;1;0;0;1
"leżąc";0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
"leżący";2;1;3;5;2;1;0;0;1;1;1;0;0;1;2;0;1;1;1;0
"leżeć";7;1;2;0;0;1;3;0;1;0;1;3;1;0;3;0;0;1;0;0
"lice";0;0;0;0;0;0;0;2;0;0;0;0;2;0;0;0;0;0;0;0
"licha";0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0
"licząc";0;0;1;3;0;3;0;0;0;0;0;0;0;1;0;1;0;0;2;2
"liczba";0;0;0;1;1;1;2;2;6;7;1;0;1;79;12;3;2;1;1;2
"liczebność";0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;1;0;0
"liczebny";0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"liczniej";0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"licznik";0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"liczny";0;2;1;0;1;0;0;1;1;0;0;1;1;5;9;0;1;0;1;0
"liczyć";0;1;1;0;1;0;0;0;2;0;0;1;1;12;9;0;0;0;5;3
"lilia";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0
"linia";0;2;1;6;0;0;1;0;23;0;2;2;0;5;3;0;0;10;1;0
"lipa";0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"liść";1;0;0;0;0;0;0;3;1;0;2;1;0;1;2;1;0;3;0;0
"list";0;0;0;0;0;0;0;0;0;0;3;0;0;0;1;0;1;0;0;0
"lista";0;0;0;0;0;0;0;0;0;0;1;0;0;3;1;0;1;0;1;2
"listek";1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
"litera";2;0;0;1;0;0;1;0;0;8;0;2;0;5;2;0;0;0;0;0
"literacki";0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;8
"literka";0;0;2;2;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0
"litra";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"locum";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0
"lód";0;0;0;1;2;6;1;0;0;0;0;0;0;0;0;4;0;6;0;0
"lodowaty";0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"lodowiec";0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;0;0;0;0
"lodówka";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"lodowy";0;0;0;0;0;1;0;0;0;0;0;0;0;0;4;1;0;0;0;0
"lody";0;0;0;0;0;0;0;0;2;0;0;1;0;0;1;0;0;0;0;0
"łódź";0;0;0;0;0;0;0;3;0;1;0;0;5;0;1;1;0;0;0;0
"logiczny";0;0;0;0;2;0;0;0;3;0;0;0;0;0;0;0;1;0;0;0
"logika";0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0
"lokacyjny";0;0;2;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"lokalizacja";0;0;0;1;0;1;0;0;4;0;0;0;0;0;0;0;0;0;0;0
"lokalny";0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;1;0;0;0;1
"łokieć";0;0;0;0;0;0;1;0;0;1;2;0;0;4;0;1;0;0;0;0
"łono";0;0;0;0;0;0;0;1;0;0;0;1;0;0;4;0;0;0;0;3
"łopata";0;1;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0
"łopatka";0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0
"los";0;2;0;2;0;0;0;4;1;1;1;4;4;1;2;0;24;1;1;2
"łoskot";0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"lot";0;0;0;0;0;1;1;1;0;2;0;0;2;0;3;0;0;0;7;1
"lotniczy";0;0;0;0;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0
"lotu";0;0;2;0;0;1;0;0;0;1;0;0;2;0;3;2;0;0;3;0
"łowca";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0
"loża";0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"łoże";0;0;0;0;0;0;0;3;0;0;0;0;1;0;1;0;2;0;0;0
"łóżko";2;0;1;0;0;0;0;0;0;0;9;0;2;0;10;4;1;1;2;0
"łożysko";1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0
"lśnić";1;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;1;3;0
"lubić";0;0;0;0;0;0;1;1;1;0;2;2;1;2;3;5;2;5;4;4
"lubo";0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0
"lubować";0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0
"lud";0;9;0;0;0;0;0;32;0;0;0;0;14;1;0;0;1;0;0;3
"ludowy";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"łudzący";0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0
"ludziach";0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"ludziom";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;3;0;0;0
"ludzki";1;0;3;1;0;8;0;0;4;4;2;10;3;5;14;1;15;4;3;3
"ludzkość";0;0;5;5;4;0;2;0;2;0;0;0;0;2;1;3;0;2;1;1
"ludźmi";0;0;0;0;0;0;0;1;2;0;0;0;1;1;1;0;2;0;0;0
"łuk";2;1;0;0;0;0;0;6;0;0;0;1;0;0;0;1;0;1;1;1
"luka";0;0;2;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"łup";0;0;1;0;0;0;0;4;0;0;0;0;1;0;1;0;0;0;0;0
"łupać";1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"łuska";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0
"lustro";0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;3;1;0
"lustrum";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;6;0;0
"luty";0;2;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;1
"luźno";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"luźny";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
"łyk";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0
"łysina";0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0
"łysy";1;2;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0
"łyżka";6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"łza";2;1;0;0;0;0;0;4;0;3;2;4;4;0;0;2;0;0;0;1
"macha";0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0
"machać";0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0
"machając";0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0
"machinalny";1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"machnąć";0;0;0;0;3;0;0;0;0;0;1;3;0;0;0;2;0;2;2;0
"macica";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0
"macie";2;0;0;0;0;0;0;0;6;0;0;0;1;1;0;0;0;0;2;0
"macieju";4;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"macierzysty";0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0
"macka";0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"mądrość";0;1;0;0;0;0;0;1;0;0;0;0;2;0;0;0;1;0;0;0
"mądry";0;1;0;0;0;0;0;9;0;1;0;1;2;0;0;0;4;0;0;0
"magazyn";0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;1;0
"magazynować";0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
"magiczny";0;0;0;0;0;0;1;0;1;0;0;0;0;2;0;1;0;0;1;0
"magnetosfera";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0
"magnetyczny";0;0;2;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0
"maja";0;1;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0
"mając";0;0;0;0;0;0;0;2;3;0;1;1;1;0;3;1;0;1;1;0
"mająca";0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"mającą";0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0
"mające";0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;1;1;0;0;0
"mającego";0;1;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0
"mającej";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0
"mających";0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0
"mającym";0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0
"majątek";0;0;0;0;0;0;0;0;0;0;2;3;3;0;0;2;0;0;0;1
"majestat";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
"maksymalny";0;0;0;0;0;0;0;0;4;0;0;0;0;2;0;0;0;0;0;0
"mała";1;0;1;0;0;1;1;1;6;0;1;4;0;0;2;0;2;4;4;0
"malarz";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0
"małe";1;1;2;0;0;0;2;0;6;1;1;2;0;1;1;0;0;0;2;0
"maleć";1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"małego";0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;2;0;1;1;0
"maleńki";0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;1;0
"mało";5;1;3;2;1;1;0;1;7;0;1;4;2;2;5;0;2;0;2;9
"malować";0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;4;1;0
"małpa";0;1;0;0;0;0;0;0;0;4;0;0;0;0;0;0;1;0;0;0
"malutki";0;0;0;0;0;0;0;0;2;0;0;1;0;0;1;0;1;0;0;0
"mały";0;3;0;2;0;2;4;0;7;0;1;5;1;1;5;2;2;3;2;2
"małżeństwo";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;2;0;0
"małżonka";0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0
"mama";0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;4;2;0
"manewry";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
"mao";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;1;0
"maokwik";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0
"maokwikowski";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0
"mapa";0;0;3;4;0;2;1;0;6;0;0;0;0;0;0;1;0;0;0;0
"marcin";0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"mare";0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"margines";0;0;1;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0
"marine";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;5;0;0
"marines";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;1;0
"marionetka";0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0
"mark";0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0
"marnować";0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;2;0;0;0
"marny";0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;6;0;0;0
"mars";0;0;0;0;0;0;6;0;2;0;0;3;0;0;2;3;0;4;7;0
"marsjański";0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;13;4;0
"marsz";0;2;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;2
"marszałek";0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"marszcząc";0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"marszczyć";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0
"martwić";0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;1;2;0
"martwy";1;0;3;2;2;12;0;0;0;0;2;0;0;1;0;1;0;1;1;0
"marudny";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0
"mary";0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0
"marzec";0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
"marzyć";0;1;0;0;0;0;0;0;0;0;2;2;1;0;1;1;0;0;0;1
"masa";0;1;1;1;0;0;3;0;2;0;0;0;0;0;3;2;0;1;1;0
"masę";0;0;0;0;0;0;1;0;2;0;0;0;0;0;1;0;0;0;0;0
"maska";0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0
"masywny";0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;1;2;0
"masz";1;4;1;1;3;3;1;4;0;0;1;0;3;0;1;5;6;2;4;0
"maszerować";0;5;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;2;0;3
"maszyna";0;0;3;15;9;12;2;0;1;0;0;0;0;0;2;1;0;2;2;0
"maszynownia";0;0;2;0;0;2;0;0;0;0;0;0;0;0;0;4;0;2;0;0
"maszynowy";0;0;4;16;9;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"matematyczny";0;0;0;0;0;0;0;0;2;8;0;0;0;7;3;0;0;0;0;0
"matematyk";0;0;0;0;0;0;0;0;0;2;0;0;0;14;1;0;0;0;0;0
"matematyka";0;0;1;0;0;0;0;0;1;2;0;0;0;33;0;0;0;0;1;0
"materac";0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0
"materia";0;0;0;0;0;0;0;0;12;0;0;4;0;1;2;0;3;0;1;0
"materiał";0;0;0;1;1;0;3;0;0;1;0;0;0;1;3;0;0;0;2;0
"materialny";0;0;2;0;0;0;0;0;2;0;0;0;0;1;1;0;0;0;0;0
"materiałowy";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"matka";1;2;2;0;1;0;0;12;0;1;6;2;16;0;18;0;4;0;3;0
"matryca";0;0;0;0;0;1;0;0;0;1;0;0;0;0;2;0;0;0;0;0
"mąż";0;1;0;0;1;0;0;16;0;0;1;5;11;0;0;1;5;0;0;0
"mech";0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0
"mechaniczny";0;1;0;0;5;3;0;0;0;0;1;0;0;0;6;0;0;0;0;0
"mechanik";1;0;8;1;1;15;0;0;0;0;0;0;0;0;0;1;0;2;0;0
"mechanika";0;1;0;0;2;1;0;0;0;5;0;0;0;0;0;0;0;0;0;0
"mechanizm";0;0;0;0;0;0;1;0;0;1;0;0;0;0;15;0;0;0;1;0
"męczyć";0;1;1;0;1;0;0;0;0;0;1;0;0;0;2;0;0;1;0;0
"mędrzec";0;3;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0
"medyczny";0;0;0;2;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
"mego";0;2;0;0;0;0;0;1;0;0;2;2;0;0;0;0;1;0;0;0
"mej";0;0;0;0;1;0;0;2;0;0;0;0;1;0;0;0;1;0;0;0
"memu";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0
"mentalny";0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0
"mesa";0;0;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"męski";0;0;0;0;0;0;1;1;0;0;0;5;0;1;0;0;3;0;0;0
"męstwo";0;0;0;0;0;0;0;3;0;0;0;0;2;0;0;0;1;0;0;0
"metafora";0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
"metal";0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;3;0;2;1;0
"metalowy";0;0;0;0;0;0;2;0;1;0;0;0;0;0;1;1;0;4;1;0
"metoda";0;0;0;0;0;0;0;0;3;4;0;0;0;15;4;0;0;0;0;0
"metr";0;0;0;1;0;0;0;0;1;0;0;0;0;1;5;1;0;1;0;0
"metro";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0
"metrum";0;1;0;0;0;0;3;0;7;0;0;0;0;4;7;4;0;11;0;1
"mężczyzna";1;0;0;0;0;0;6;0;0;0;2;12;0;0;3;2;1;2;4;0
"mężny";0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1;0;0;0
"mezopotamii";0;1;0;0;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;1
"mężowy";1;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0
"mgła";1;0;0;1;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0
"mgławica";0;0;0;1;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"mgnienie";0;0;0;0;0;0;0;0;2;0;0;2;0;0;1;0;0;0;0;0
"miano";0;0;1;1;0;0;0;0;1;1;0;1;0;1;0;0;0;0;0;0
"mianowicie";0;0;0;0;0;0;0;0;0;2;0;1;0;0;1;0;2;0;0;1
"miara";0;1;2;0;0;0;0;1;1;0;0;0;2;0;10;0;3;0;0;2
"miarowy";0;1;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0
"miast";0;0;0;0;1;0;0;3;0;1;0;0;1;1;0;1;1;0;0;0
"miasta";2;3;0;0;0;0;3;5;2;0;0;0;3;6;2;0;1;0;0;0
"miastami";0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0
"miasteczko";0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"miasto";0;2;0;0;0;0;1;2;0;0;0;0;0;3;2;1;2;0;1;0
"mię";3;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0
"miecz";0;4;0;0;0;0;0;5;0;0;0;0;1;0;0;0;0;0;0;0
"miedź";0;1;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;1;0;0
"miedza";3;1;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0
"miedziany";1;3;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0
"między";4;15;0;1;0;0;4;2;7;1;3;0;2;2;31;5;1;3;4;2
"międzynarodowy";0;0;0;0;0;0;0;0;2;0;0;0;0;0;12;0;0;0;0;0
"miejscami";1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
"miejscowa";0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0
"miejscowe";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0
"miejscowość";0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;2
"miejscowy";0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0
"miękki";1;0;0;0;1;0;0;1;0;0;0;1;1;0;0;0;0;0;2;0
"mielić";1;6;0;3;3;3;1;1;2;2;1;2;0;0;5;2;1;2;5;0
"mierniczy";0;0;0;0;0;0;0;0;0;0;0;0;0;5;1;0;0;0;0;0
"mierzalny";0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"mierzyć";0;1;0;0;0;0;0;0;5;0;0;0;1;5;13;0;0;0;0;0
"mieścić";0;0;0;2;0;0;0;1;2;0;1;1;2;0;1;4;0;2;2;1
"mieście";0;0;0;0;0;0;0;0;0;0;3;0;1;2;1;0;0;0;1;0
"miesiąc";0;6;2;0;0;0;4;1;0;1;5;2;0;1;26;2;0;2;7;1
"mięsień";0;0;1;0;0;0;2;0;0;0;0;0;0;0;2;3;0;1;0;0
"mięso";1;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"mieszać";0;1;0;0;0;0;0;0;0;0;1;3;1;1;1;0;0;0;0;0
"mieszanina";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"mieszanka";0;0;1;0;0;0;1;0;2;0;0;0;0;0;1;0;0;1;1;0
"mieszkać";0;0;0;0;0;0;5;1;0;1;5;3;2;0;3;4;2;0;1;0
"mieszkalny";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0
"mieszkanie";0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;1;0;2;2;0
"mieszkaniec";0;2;0;0;0;1;1;1;1;1;0;1;2;6;2;3;0;1;0;0
"miewać";0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0
"migdał";0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0
"migdałowy";0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"migotać";2;0;0;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"migrena";0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;2;0
"mijać";0;0;1;0;0;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0
"mijany";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0
"mike";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
"mikrofon";0;0;0;0;0;4;1;0;0;0;0;0;0;0;0;0;0;1;0;0
"mikrołazienki";0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"mikroskopijny";0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;0;0;0
"mil";0;4;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;1;1
"mila";0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"miła";0;0;0;0;0;0;1;2;0;0;0;1;0;0;0;1;8;0;1;0
"milcząc";0;0;0;0;0;0;0;1;0;0;1;1;1;0;0;0;0;0;0;0
"milczeć";3;0;0;1;6;1;0;0;0;0;0;2;1;0;1;1;0;1;1;0
"miliard";0;0;0;1;1;0;1;0;22;4;0;0;0;0;10;0;0;0;1;0
"milion";0;0;3;1;0;0;0;0;2;4;2;0;0;1;7;13;0;0;2;0
"militarny";0;0;1;3;2;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"miller";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43;0;3;19;0
"millera";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;4;0
"millerowi";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0
"miło";0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;2;0;3;0;0
"miłość";0;1;0;0;0;0;0;0;0;0;1;2;0;0;0;0;10;0;1;1
"miłosierny";0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"miłować";1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;4;0;0;0
"milszy";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0
"miły";0;0;0;0;0;0;0;2;0;0;2;0;3;1;0;2;2;2;2;0
"mina";0;0;0;0;1;0;0;0;0;2;1;1;0;0;0;0;0;0;2;0
"minąć";0;0;0;1;0;1;3;0;0;2;3;1;1;1;5;1;0;2;1;1
"minimalny";0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;2;0
"minus";0;0;0;1;1;0;0;0;1;1;0;0;0;0;2;0;0;0;0;0
"minuta";0;0;3;2;1;2;2;0;6;5;0;3;0;1;20;0;0;11;9;0
"minutowy";0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0
"miód";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
"miotać";0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"misa";2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"misi";0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"misja";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0
"miska";6;0;0;0;0;0;3;0;0;0;0;0;0;1;0;1;0;0;0;0
"miss";0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0
"misterie";0;0;0;6;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"mistrz";0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;4
"mit";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0
"mleczny";0;0;0;0;4;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0
"mleko";6;0;1;0;0;0;0;1;0;1;0;1;0;0;2;0;1;0;0;0
"młoda";2;0;1;0;0;0;0;0;2;0;0;5;0;0;0;0;0;0;0;0
"młode";1;1;0;0;0;0;0;0;0;0;1;0;2;1;0;0;0;0;0;0
"młodego";0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0
"młodość";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;1
"młodszy";0;1;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;1
"młodu";0;0;0;0;0;0;0;1;0;0;2;1;1;0;0;0;0;0;0;1
"młody";0;4;1;0;0;0;0;0;0;0;3;5;1;0;3;0;1;1;0;8
"młodzie";0;1;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0
"młodzieniec";0;1;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;3
"młodzież";0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;3
"młodziutki";0;0;0;0;0;0;0;0;0;0;0;3;1;0;1;0;0;0;0;0
"młotek";0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"młynek";0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0
"mną";0;3;0;0;2;1;0;1;1;2;2;2;1;2;7;2;0;0;0;0
"mniej";0;2;0;1;0;3;2;0;13;3;4;2;3;4;29;4;4;1;4;2
"mniejsza";0;0;1;0;1;0;0;0;3;0;1;1;0;0;0;1;3;0;0;1
