"";"Chlopi_czesc_pierwsza_Jesien";"Faraon_tom_I";"Glebia__Tom_1_-_Skokowiec";"Glebia__Tom_2__Powrot";"Glebia__Tom_3__Napor";"Glebia__Tom_4__Bezkres";"Goraczka_Ciboli";"Iliada";"Jak_to_wyjasnic_W_poszukiwaniu_odpowiedzi_na_pytania_ktore_pozornie_nie_maja_odpowiedzi.";"Kwantechizm_2.0_czyli_klatka_na_ludzi";"Lalka_tom_I";"Nad_Niemnem_tom_I";"Odyseja";"Pi_razy_drzwi_czyli_dziwne_przypadki_matematyki";"Po_co_czlowiekowi_czas";"Przebudzenie_Lewiatana";"Rozmyslania";"Wojna_Kalibana";"Wrota_Abaddona";"Wyprawa_Cyrusa"
"otyły";0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0
"owa";0;0;0;0;3;0;0;0;8;0;0;0;0;1;2;0;1;0;0;1
"ową";0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0
"owady";0;0;0;0;0;0;0;0;0;0;0;1;0;0;5;0;0;0;0;0
"owak";0;0;3;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"owca";4;1;0;0;0;0;0;1;0;0;0;0;1;8;0;1;0;0;0;0
"ówczesny";0;0;0;0;0;0;0;0;0;1;0;0;0;3;0;0;0;0;0;1
"owe";0;0;0;2;1;0;0;1;7;1;0;0;0;4;0;0;1;0;0;0
"owego";0;0;0;0;0;1;0;0;3;0;0;0;0;0;0;0;1;0;0;0
"owej";0;0;0;2;0;1;0;0;4;1;0;0;0;2;1;0;0;0;0;1
"owi";0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;0;0;0;0;0
"owiec";1;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0
"owies";2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"owijać";0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"owinąć";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0
"owoc";0;1;0;0;0;0;0;1;0;1;1;0;0;0;1;0;1;0;1;0
"owocówka";0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;1;0
"owszem";0;0;0;0;1;0;1;0;5;0;0;1;0;0;0;2;9;1;1;0
"owych";0;0;0;0;1;0;0;0;5;0;0;0;0;3;0;0;0;0;0;0
"owym";1;0;0;0;1;0;0;0;1;0;0;0;1;1;0;0;0;0;0;1
"ozdoba";0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0
"ozdobić";0;2;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
"ozdobny";0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0
"ożenić";2;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0
"oznaczać";0;0;2;3;1;0;1;1;16;3;3;0;0;11;6;2;1;3;2;0
"oznaczyć";0;2;0;1;0;0;0;0;0;0;0;0;0;3;2;0;0;1;0;1
"oznajmić";0;0;4;1;2;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"oznaka";0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;1;0;0
"ozon";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0
"ozwać";1;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0
"ożyć";0;0;1;0;1;2;0;0;0;0;0;0;0;0;0;0;0;2;1;0
"ożywić";0;0;0;0;0;2;0;0;0;0;0;0;0;1;1;0;0;0;0;0
"ożywienie";0;0;0;0;1;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0
"pachnący";1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
"pachnieć";0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;2;0;3;1;0
"pacierz";4;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"padać";3;2;0;0;0;0;0;2;0;0;1;1;0;3;1;1;1;0;0;1
"padła";2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"pagórek";1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"pająk";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"pajęczyna";1;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"paka";0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
"pakiet";0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;0
"pakować";0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0
"pałac";0;2;0;0;0;1;0;2;1;1;0;0;1;0;0;0;3;0;0;0
"palce";0;0;4;1;3;3;2;0;0;0;1;0;0;3;2;2;0;3;3;0
"palec";1;1;0;1;1;0;0;0;0;0;2;2;0;2;1;2;0;2;1;0
"palić";2;1;0;1;0;0;0;2;1;0;4;0;0;0;0;2;1;0;0;0
"paliwo";0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0
"pallad";0;0;0;0;0;0;0;4;0;0;0;0;1;0;0;0;0;0;0;0
"palladę";0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0
"pallas";0;0;0;0;0;0;0;3;0;0;0;0;5;0;0;0;0;0;0;0
"palma";0;5;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"pamięć";0;1;3;0;1;1;1;3;0;0;2;1;5;0;6;0;6;0;0;2
"pamięciowy";0;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"pamiętać";0;2;4;2;4;2;0;0;5;3;12;0;1;0;4;1;19;0;3;0
"pamiętnik";0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;7
"pamiętny";0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0
"pan";0;3;0;0;0;0;3;1;0;0;0;1;1;0;0;0;0;1;0;0
"pana";0;7;5;2;0;0;0;2;0;0;10;13;0;0;1;1;0;0;3;0
"pancerz";0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;10;0;0
"panel";0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;2;0;12;1;0
"panem";0;1;0;0;0;0;0;0;0;0;2;3;0;0;0;0;0;1;1;0
"pani";1;1;1;12;0;0;2;0;0;1;0;49;0;3;5;1;0;27;1;0
"panie";2;4;1;2;4;1;2;0;0;0;13;11;0;0;0;0;0;1;0;0
"panienka";1;0;0;0;0;0;0;0;0;0;1;2;1;0;0;0;0;0;0;0
"panika";0;0;0;0;1;0;2;0;0;0;0;0;0;0;1;1;0;2;0;0
"panna";0;0;0;0;0;0;0;0;0;0;1;28;1;0;0;0;0;0;0;0
"panować";0;1;0;1;0;0;0;1;1;0;0;0;3;0;3;0;0;2;0;1
"panowanie";0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
"pański";2;0;1;0;0;0;0;0;0;0;4;1;1;0;0;1;0;0;0;0
"państw";0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1
"państwa";0;0;0;8;0;0;0;0;0;2;0;2;0;1;1;0;8;0;0;9
"państwem";0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"państwie";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
"państwo";0;0;0;2;0;0;0;0;2;1;0;0;0;0;0;0;2;0;0;1
"państwowy";0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;0;0;1
"państwu";0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0
"panu";1;0;2;2;0;0;0;2;0;0;4;2;0;0;0;0;0;0;0;0
"panująca";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0
"panujący";0;0;0;0;0;0;0;2;0;0;1;0;0;0;1;0;0;0;0;1
"papier";0;0;2;5;0;1;0;0;0;2;3;2;0;1;3;0;0;3;0;0
"papirus";0;1;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0
"para";2;1;0;0;0;0;0;0;5;0;2;3;0;0;0;0;0;1;0;0
"paradoks";0;0;0;0;3;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0
"paragraf";0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"parametr";0;0;2;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"parę";2;1;0;0;0;0;0;0;2;3;9;3;1;0;1;0;0;0;1;1
"park";0;0;0;0;0;0;1;0;1;1;0;0;0;2;0;1;0;0;0;0
"parking";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0
"parobek";4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"parsknąć";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0
"partner";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0
"paru";0;0;0;0;0;0;1;0;0;1;2;1;0;0;1;1;0;0;1;1
"paryski";0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0;0;0;0;0
"paryża";0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;0;0;0;0;0
"parze";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1
"parzyć";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0
"parzysty";0;0;0;0;0;0;0;0;0;0;0;0;0;6;1;0;0;0;0;0
"pas";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0
"pasać";1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;4;0;1;3;0
"pasażer";0;0;0;0;2;0;1;0;0;0;1;0;0;0;2;0;0;0;0;0
"paść";2;1;0;0;0;0;0;2;0;1;1;0;2;0;1;0;1;1;0;0
"pasek";0;0;1;0;1;1;0;0;0;0;0;0;0;1;1;0;0;0;1;0
"pasem";1;0;0;0;0;0;0;0;0;0;0;2;0;1;0;3;0;0;0;0
"pasiarze";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0
"pasiarzy";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;1;0
"pasiasty";1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
"pasie";0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;1;1;0
"pasmo";0;0;0;0;0;4;0;0;0;0;0;0;0;1;2;0;0;0;0;0
"pasować";0;0;1;0;0;0;0;0;2;0;0;0;0;0;1;0;0;3;1;0
"pąsowy";0;0;0;0;0;0;0;0;0;0;1;5;0;0;0;0;0;0;0;0
"pasterz";0;0;0;0;0;0;0;3;0;0;0;0;0;4;0;0;0;0;0;0
"pastwa";0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0
"pastwisko";3;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
"pasy";1;4;1;1;1;1;6;0;0;0;0;1;0;2;0;0;0;1;3;0
"patrol";0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0
"patrząc";1;3;3;4;8;7;3;0;1;1;7;2;1;0;1;1;0;1;1;0
"patrzeć";0;2;0;1;0;0;1;1;2;1;1;7;0;0;3;1;1;0;0;1
"patyk";0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
"pauza";0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"pchać";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"pchnąć";0;0;1;2;0;0;1;0;0;0;0;0;2;0;0;1;0;1;2;0
"pęcherz";0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
"pechowy";0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0
"pęcznieć";0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"pedał";1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"pedantyczny";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"pędząc";0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;1;0;0
"pędzić";1;0;0;0;0;0;0;0;2;0;0;0;0;0;1;2;1;1;0;2
"pei";0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"pęk";2;0;0;0;0;1;0;0;0;0;3;2;0;0;0;0;0;0;0;0
"pękać";0;1;0;1;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0
"pełen";0;0;2;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;3
"pełnia";0;0;1;1;0;0;0;0;1;0;0;0;0;0;8;0;0;1;0;1
"pełnić";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0
"pełno";0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
"pełnoprawny";0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"pełzać";2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"pełznąć";0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0
"pensja";0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;1;0
"percepcja";0;0;0;0;4;0;0;0;1;2;0;0;0;0;3;0;0;0;0;0
"perfumy";0;1;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0
"period";0;0;0;1;2;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0
"perła";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"perły";1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"perorować";0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"perseusza";0;0;2;7;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"perski";0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;8
"personal";0;0;3;3;4;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"personala";0;0;4;6;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"personel";0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0
"perspektywa";0;0;1;0;0;1;0;0;13;0;0;0;0;1;3;1;0;0;1;0
"pet";0;0;2;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"pewien";0;0;0;1;0;0;0;0;4;2;1;0;0;3;10;1;4;0;0;1
"pewna";0;1;0;0;0;1;1;1;0;0;0;0;0;0;2;1;1;0;0;0
"pewną";0;0;1;1;0;1;0;0;4;0;0;0;0;1;4;0;0;0;0;1
"pewne";0;0;2;1;3;0;0;0;5;0;0;0;1;1;3;0;2;0;1;3
"pewnego";0;1;0;0;0;0;0;0;2;0;2;0;0;2;14;0;2;0;0;0
"pewnej";0;0;0;0;0;0;0;0;2;0;1;0;0;1;2;0;1;0;0;0
"pewnik";1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0
"pewno";0;0;3;1;0;1;0;0;6;0;0;7;1;0;6;0;0;0;1;2
"pewność";0;0;3;1;2;0;1;0;1;2;2;0;1;3;4;1;2;0;0;2
"pewnych";0;1;0;1;0;0;0;0;1;0;0;0;0;1;2;0;1;0;0;1
"pewnym";0;1;0;0;1;0;0;0;5;4;0;2;0;0;5;0;6;0;0;1
"phi";0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0
"piasek";0;11;0;1;0;0;0;1;1;0;0;0;0;0;2;0;0;0;0;0
"piaszczysty";2;1;0;0;0;0;0;1;0;0;0;2;2;0;0;0;0;0;0;0
"piąta";0;1;0;0;1;0;0;0;0;0;1;0;0;2;3;0;1;0;0;0
"piątek";0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
"piątka";0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"piąty";0;0;0;0;0;0;5;0;0;0;1;0;0;0;4;0;0;0;0;0
"pić";2;1;0;0;0;0;0;1;0;0;1;1;1;0;1;0;0;0;1;0
"picie";1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;2;0
"piec";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0
"pięć";0;0;0;0;1;2;0;0;6;5;0;0;0;13;7;6;0;7;4;0
"pięćdziesiąt";1;1;0;0;0;0;0;0;0;2;3;0;0;1;2;4;0;1;2;0
"pięćdziesiąty";0;0;0;0;0;0;7;0;1;0;0;0;0;2;0;0;0;0;0;0
"pięćdziesięciu";0;0;1;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;1;0
"piechotą";0;1;0;0;0;0;0;0;0;0;0;2;1;0;1;0;0;0;0;0
"pięciu";0;1;1;0;1;0;0;0;2;2;2;0;0;3;2;1;0;2;2;0
"pięćset";0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0
"piecza";0;0;0;0;0;0;0;3;0;0;0;0;1;0;0;0;1;0;0;0
"piekielny";0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"piękność";0;1;0;0;0;0;0;1;0;0;0;2;0;0;0;0;2;0;0;0
"pięknowłosy";0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0
"pielęgnować";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;3;0;0;0
"pień";1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"pieniądz";0;1;0;0;0;0;2;0;0;0;1;1;0;0;2;2;1;0;5;1
"pieprzyć";0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0
"pierdoły";0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"pierś";1;5;0;2;0;0;1;8;0;0;2;9;1;1;2;1;1;2;1;0
"pierścień";0;0;0;0;0;0;0;0;0;0;0;0;1;4;0;1;0;1;30;0
"piersiowy";0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"pierwej";0;0;0;0;0;0;0;0;0;0;1;0;3;0;1;0;0;0;0;1
"pierwiastek";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;5;0;0;0
"pierwiastka";0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;4;0;0;0
"pierwotny";0;1;0;0;0;0;0;0;3;0;0;0;0;0;0;1;0;0;1;0
"pierwsze";0;0;3;3;3;3;0;0;4;3;1;2;0;3;4;2;3;0;0;0
"pierwszego";0;1;0;0;2;1;4;0;0;1;0;1;0;1;8;0;0;1;1;1
"pierze";1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0
"pies";11;1;1;0;0;1;0;3;1;0;3;1;0;0;1;1;1;1;0;3
"pięść";0;0;0;1;1;1;1;0;0;0;3;0;0;0;1;2;0;2;0;0
"pieścić";0;0;0;0;0;0;0;0;0;0;0;3;0;1;0;0;0;0;0;0
"pieśń";0;0;0;0;0;0;0;0;0;0;1;6;6;0;0;0;0;0;0;0
"pieszy";0;0;0;0;0;0;0;0;1;0;0;2;0;1;0;0;1;0;0;1
"pięta";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0
"piętnaście";0;0;1;2;0;0;0;0;0;0;1;0;0;0;1;0;0;0;2;0
"piętnastu";0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0
"piętnasty";0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0
"piętro";0;2;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0
"piętrzyć";0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0
"pijać";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"pijak";0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0
"piła";1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0
"piłeczka";0;0;0;0;0;0;0;0;10;0;0;0;0;1;0;0;0;0;0;0
"piłka";0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;0;1;0;0
"pilnować";4;2;0;0;0;0;0;0;0;0;1;1;1;1;3;1;0;2;2;0
"pilny";1;2;0;0;0;0;0;0;0;1;0;2;0;0;2;0;1;0;0;0
"pilot";0;0;4;2;3;4;1;0;3;0;0;0;0;0;2;0;0;2;1;0
"pilotka";0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;1;0;0;0;0
"pilotować";0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0
"pin";0;0;0;0;7;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"pinsleep";0;0;7;0;8;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"pionowy";0;0;0;0;1;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0
"piorun";0;0;0;0;0;0;0;2;0;0;0;0;0;0;3;0;0;0;0;0
"piorunem";0;0;0;0;0;0;0;1;0;0;3;1;0;0;0;0;0;0;0;0
"piracki";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0
"piramida";0;1;0;0;0;0;0;0;0;2;0;0;0;5;0;0;1;0;0;0
"pirat";0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;2;0;10;0;0
"pisać";0;0;0;0;0;0;0;0;0;5;5;0;0;0;10;0;4;0;0;5
"pisarz";0;9;0;0;0;0;0;0;0;0;0;0;0;3;0;0;1;0;0;4
"pisk";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0
"piski";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"pisklę";0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0
"piskliwy";0;0;0;0;0;0;1;0;0;0;0;3;0;0;0;0;0;0;0;0
"pisma";0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;8
"pismem";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
"pismo";0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;4
"pisnąć";0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"piszczeć";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"piwnica";0;0;0;0;0;0;0;0;0;0;1;0;0;5;0;0;0;0;0;0
"piwny";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0
"piwo";0;1;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0
"plac";0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"płachta";5;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"płacić";0;1;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
"placówka";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;6;0;0
"płacz";2;1;0;0;0;0;2;3;0;0;0;2;1;0;1;0;1;0;0;0
"płaczliwy";1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"plaga";0;0;4;3;3;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"plagi";0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"plagowy";0;0;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"płakać";1;1;0;0;0;0;1;2;0;0;0;0;3;0;0;0;0;0;0;0
"plama";0;0;0;0;0;1;2;1;1;0;0;0;0;0;0;1;0;2;1;0
"plamka";0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"plan";0;2;3;0;5;0;1;0;1;0;2;0;0;2;6;2;3;0;3;6
"planet";0;0;0;0;1;1;5;0;4;0;0;0;0;0;0;5;0;3;2;0
"planeta";0;0;7;2;11;2;7;0;21;1;0;1;0;2;11;5;0;5;7;0
"planetarny";0;0;3;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"planować";0;0;1;0;1;0;0;0;1;0;0;0;0;0;2;1;1;0;1;0
"planowanie";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0
"płaski";0;1;0;0;0;0;1;0;17;2;0;1;0;3;0;0;0;1;0;0
"plastik";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
"plastikowy";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0
"płaszcz";0;2;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0
"płaszczyzna";0;1;0;1;0;0;0;0;2;0;0;0;0;4;0;0;0;0;1;0
"płat";1;3;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
"platforma";0;0;1;0;0;0;9;0;0;0;0;0;0;0;2;0;0;1;3;0
"platon";0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;2
"platona";0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;1
"platonem";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
"platoński";0;0;0;0;1;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0
"platyna";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
"plazma";0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"plazmowy";0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0
"płeć";0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
"plecy";0;1;0;0;1;0;5;0;0;0;2;5;0;0;0;1;0;4;1;0
"plemię";0;0;0;0;0;0;0;3;1;0;0;0;0;2;0;0;0;0;0;0
"pleśń";0;0;1;0;1;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0
"plik";0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;1;0;0;0;0
"płodny";0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"płodowy";0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;1;0;0;0;0
"płomień";1;1;0;5;0;0;1;0;0;0;1;3;0;0;0;0;0;0;0;0
"płonąć";0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0
"plotka";0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"płótno";1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"pluć";0;0;2;0;0;0;1;0;0;0;3;0;0;0;0;0;1;0;0;0
"płuco";0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;2;0;0;0;0
"pług";6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"plus";0;0;1;1;2;1;1;0;0;1;0;0;0;0;2;0;0;0;0;0
"pluskwa";0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"płyn";0;1;0;1;0;1;1;0;6;1;0;0;0;1;5;1;4;3;0;1
"płynąć";1;3;1;2;0;2;0;3;1;1;1;4;0;0;4;0;2;0;0;0
"płynny";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;0;0
"płyta";0;0;0;0;1;1;1;0;0;0;0;2;0;0;0;0;0;1;0;0
"płytka";0;0;5;3;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0
"płytki";0;0;4;0;0;0;0;0;3;0;0;0;0;0;2;0;0;0;0;0
"pływać";0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0
